Date,Year,Month,WaterYear,TWtrTriquet_north_sgrassQ_level,TWtrTriquet_north_sgrassQ_flags,TWtrTriquet_north_sgrassUNESCO_Q_level,TWtrTriquet_north_sgrass,TWtrTriquet_north_sgrassMed,TWtrTriquet_north_sgrassAvg,TWtrTriquet_north_sgrassMin,TWtrTriquet_north_sgrassMax
2018-08-09,2018,Aug,2017-2018,1,,2,14.134,14.469,14.4541822916667,13.75,15.091
2018-08-10,2018,Aug,2017-2018,1,,2,13.269,14.218,14.2070086805556,13.269,14.804
2018-08-11,2018,Aug,2017-2018,1,,2,13.75,13.714,13.6775260416667,13.076,14.325
2018-08-12,2018,Aug,2017-2018,1,,2,13.654,13.558,13.5531527777778,13.173,13.942
2018-08-13,2018,Aug,2017-2018,1,,2,12.787,13.425,13.3865815972222,12.69,13.75
2018-08-14,2018,Aug,2017-2018,1,,2,12.883,13.088125,13.0901041666667,12.787,13.461
2018-08-15,2018,Aug,2017-2018,1,,2,12.497,12.642,12.5641840277778,11.625,13.558
2018-08-16,2018,Aug,2017-2018,1,,2,12.787,12.533375,12.4714548611111,11.722,12.98
2018-08-17,2018,Aug,2017-2018,1,,2,12.883,12.5575,12.5745416666667,12.11,13.173
2018-08-18,2018,Aug,2017-2018,1,,2,13.076,12.388875,12.4299982638889,11.625,13.269
2018-08-19,2018,Aug,2017-2018,1,,2,12.787,12.2555,12.3470989583333,11.625,13.558
2018-08-20,2018,Aug,2017-2018,1,,2,13.076,12.762875,12.802671875,12.013,13.461
2018-08-21,2018,Aug,2017-2018,1,,2,12.69,12.883,12.8865659722222,12.304,13.461
2018-08-22,2018,Aug,2017-2018,1,,2,12.497,12.883,12.9002864583333,12.497,13.461
2018-08-23,2018,Aug,2017-2018,1,,2,11.819,12.557625,12.5107604166667,11.819,13.076
2018-08-24,2018,Aug,2017-2018,1,,2,12.207,12.2555,12.2390625,11.625,12.883
2018-08-25,2018,Aug,2017-2018,1,,2,11.625,12.60575,12.5132951388889,11.625,13.654
2018-08-26,2018,Aug,2017-2018,1,,2,11.819,12.50925,12.3425729166667,11.041,13.846
2018-08-27,2018,Aug,2017-2018,1,,2,11.334,12.11,12.1684114583333,11.334,13.269
2018-08-28,2018,Aug,2017-2018,1,,2,11.431,11.8675,11.8696302083333,10.944,13.076
2018-08-29,2018,Aug,2017-2018,1,,2,11.916,11.94025,12.0311163194444,11.334,13.269
2018-08-30,2018,Aug,2017-2018,1,,2,12.401,12.013,11.9776649305556,11.236,12.69
2018-08-31,2018,Aug,2017-2018,1,,2,12.594,12.219125,12.071046875,11.236,12.594
2018-09-01,2018,Sep,2017-2018,1,,2,12.69,12.497,12.3891944444444,11.431,12.98
2018-09-02,2018,Sep,2017-2018,1,,2,12.883,12.787,12.750859375,12.207,13.173
2018-09-03,2018,Sep,2017-2018,1,,2,13.365,13.076,13.2056076388889,12.69,13.846
2018-09-04,2018,Sep,2017-2018,1,,2,13.365,13.269,13.1544236111111,12.497,13.365
2018-09-05,2018,Sep,2017-2018,1,,2,13.269,13.076,13.0434791666667,12.497,13.558
2018-09-06,2018,Sep,2017-2018,1,,2,12.69,13.076,13.0550607638889,12.594,13.461
2018-09-07,2018,Sep,2017-2018,1,,2,12.69,12.787,12.8255833333333,12.497,13.173
2018-09-08,2018,Sep,2017-2018,1,,2,12.98,12.98,12.91021875,12.594,13.076
2018-09-09,2018,Sep,2017-2018,1,,2,13.365,12.98,13.0540538194444,12.594,13.365
2018-09-10,2018,Sep,2017-2018,1,,2,13.558,13.654,13.6621302083333,13.173,13.942
2018-09-11,2018,Sep,2017-2018,1,,2,13.654,13.654,13.7085,13.558,14.038
2018-09-12,2018,Sep,2017-2018,1,,2,13.461,13.558,13.5346475694444,13.173,13.75
2018-09-13,2018,Sep,2017-2018,1,,2,13.365,13.461,13.4093611111111,12.98,13.75
2018-09-14,2018,Sep,2017-2018,1,,2,13.365,13.401,13.4017013888889,13.173,13.558
2018-09-15,2018,Sep,2017-2018,1,,2,13.076,13.160875,13.1997100694444,12.98,13.461
2018-09-16,2018,Sep,2017-2018,1,,2,13.076,12.98,12.9598055555556,12.69,13.076
2018-09-17,2018,Sep,2017-2018,1,,2,12.594,12.69,12.7146076388889,12.304,13.076
2018-09-18,2018,Sep,2017-2018,1,,2,12.401,12.606,12.6416684027778,12.401,12.787
2018-09-19,2018,Sep,2017-2018,1,,2,12.497,12.497,12.5473263888889,12.304,12.787
2018-09-20,2018,Sep,2017-2018,1,,2,12.594,12.69,12.6893177083333,12.401,12.883
2018-09-21,2018,Sep,2017-2018,1,,2,12.401,12.461,12.4633975694444,12.304,12.69
2018-09-22,2018,Sep,2017-2018,1,,2,12.304,12.304,12.3223142361111,12.207,12.497
2018-09-23,2018,Sep,2017-2018,1,,2,12.497,12.401,12.4118732638889,12.207,12.594
2018-09-24,2018,Sep,2017-2018,1,,2,12.594,12.497,12.5211302083333,12.401,12.69
2018-09-25,2018,Sep,2017-2018,1,,2,12.304,12.557625,12.5406701388889,12.304,12.787
2018-09-26,2018,Sep,2017-2018,1,,2,12.304,12.485,12.4575486111111,12.207,12.883
2018-09-27,2018,Sep,2017-2018,1,,2,12.013,12.243375,12.2584565972222,11.819,12.883
2018-09-28,2018,Sep,2017-2018,1,,2,11.625,11.98875,11.9449305555556,11.528,12.69
2018-09-29,2018,Sep,2017-2018,1,,2,11.916,12.013,11.9370503472222,11.625,12.11
2018-09-30,2018,Sep,2017-2018,1,,2,11.431,11.625,11.5610364583333,11.139,11.916
2018-10-01,2018,Oct,2018-2019,1,,2,11.236,11.236,11.2270329861111,11.041,11.431
2018-10-02,2018,Oct,2018-2019,1,,2,10.944,10.944,10.9983194444444,10.748,11.236
2018-10-03,2018,Oct,2018-2019,1,,2,10.944,10.846,10.8338333333333,10.553,11.041
2018-10-04,2018,Oct,2018-2019,1,,2,10.944,10.944,10.954,10.846,11.041
2018-10-05,2018,Oct,2018-2019,1,,2,10.846,10.895,10.8931006944444,10.748,11.041
2018-10-06,2018,Oct,2018-2019,1,,2,10.748,10.846,10.8312048611111,10.651,10.944
2018-10-07,2018,Oct,2018-2019,1,,2,10.748,10.748,10.7650138888889,10.748,10.846
2018-10-08,2018,Oct,2018-2019,1,,2,10.748,10.748,10.7738819444444,10.651,10.846
2018-10-09,2018,Oct,2018-2019,1,,2,10.748,10.748,10.7942847222222,10.553,11.041
2018-10-10,2018,Oct,2018-2019,1,,2,10.846,10.748,10.78340625,10.553,10.944
2018-10-11,2018,Oct,2018-2019,1,,2,10.748,10.748,10.7692673611111,10.748,10.846
2018-10-12,2018,Oct,2018-2019,1,,2,10.846,10.748,10.7818645833333,10.651,10.846
2018-10-13,2018,Oct,2018-2019,1,,2,10.748,10.651,10.6868715277778,10.553,10.846
2018-10-14,2018,Oct,2018-2019,1,,2,10.651,10.651,10.6238420138889,10.455,10.748
2018-10-15,2018,Oct,2018-2019,1,,2,10.651,10.553,10.6066458333333,10.553,10.748
2018-10-16,2018,Oct,2018-2019,1,,2,10.748,10.651,10.6316371527778,10.553,10.748
2018-10-17,2018,Oct,2018-2019,1,,2,10.651,10.651,10.6244947916667,10.455,10.748
2018-10-18,2018,Oct,2018-2019,1,,2,10.553,10.651,10.63328125,10.553,10.748
2018-10-19,2018,Oct,2018-2019,1,,2,10.651,10.651,10.6636006944444,10.553,10.748
2018-10-20,2018,Oct,2018-2019,1,,2,10.553,10.651,10.6421423611111,10.553,10.748
2018-10-21,2018,Oct,2018-2019,1,,2,10.553,10.553,10.5366666666667,10.455,10.651
2018-10-22,2018,Oct,2018-2019,1,,2,10.357,10.357,10.3893263888889,10.063,10.553
2018-10-23,2018,Oct,2018-2019,1,,2,10.455,10.357,10.3588715277778,10.259,10.455
2018-10-24,2018,Oct,2018-2019,1,,2,10.357,10.357,10.3843923611111,10.357,10.455
2018-10-25,2018,Oct,2018-2019,1,,2,10.063,10.2835,10.2690381944444,10.063,10.357
2018-10-26,2018,Oct,2018-2019,1,,2,10.259,10.259,10.2069375,10.063,10.259
2018-10-27,2018,Oct,2018-2019,1,,2,10.259,10.161,10.203875,10.161,10.259
2018-10-28,2018,Oct,2018-2019,1,,2,10.161,10.161,10.1727395833333,10.161,10.259
2018-10-29,2018,Oct,2018-2019,1,,2,10.063,10.063,10.0985590277778,9.965,10.161
2018-10-30,2018,Oct,2018-2019,1,,2,9.965,10.00175,10.0114479166667,9.965,10.063
2018-10-31,2018,Oct,2018-2019,1,,2,10.063,10.063,10.04921875,9.965,10.063
2018-11-01,2018,Nov,2018-2019,1,,2,10.161,10.161,10.1506215277778,10.063,10.259
2018-11-02,2018,Nov,2018-2019,1,,2,10.357,10.259,10.2566180555556,10.161,10.357
2018-11-03,2018,Nov,2018-2019,1,,2,10.357,10.259,10.2664861111111,10.161,10.357
2018-11-04,2018,Nov,2018-2019,1,,2,10.651,10.455,10.4449618055556,10.259,10.651
2018-11-05,2018,Nov,2018-2019,1,,2,10.553,10.651,10.61765625,10.357,10.748
2018-11-06,2018,Nov,2018-2019,1,,2,10.455,10.455,10.47490625,10.259,10.651
2018-11-07,2018,Nov,2018-2019,1,,2,9.768,10.24675,10.1811371527778,9.768,10.455
2018-11-08,2018,Nov,2018-2019,1,,2,9.768,9.80475,9.80875,9.669,10.063
2018-11-09,2018,Nov,2018-2019,1,,2,9.965,9.866,9.87744965277778,9.669,9.965
2018-11-10,2018,Nov,2018-2019,1,,2,9.768,9.866,9.82624479166667,9.669,9.965
2018-11-11,2018,Nov,2018-2019,1,,2,9.768,9.669,9.67611805555556,9.472,9.866
2018-11-12,2018,Nov,2018-2019,1,,2,9.275,9.472,9.43998090277778,9.077,9.768
2018-11-13,2018,Nov,2018-2019,1,,2,9.571,9.434875,9.38797222222222,9.077,9.669
2018-11-14,2018,Nov,2018-2019,1,,2,9.571,9.571,9.571,9.571,9.571
2018-11-15,2018,Nov,2018-2019,1,,2,9.571,9.669,9.6548125,9.472,9.768
2018-11-16,2018,Nov,2018-2019,1,,2,9.866,9.89075,9.88900868055556,9.571,10.063
2018-11-17,2018,Nov,2018-2019,1,,2,9.472,9.571,9.64870486111111,9.275,9.965
2018-11-18,2018,Nov,2018-2019,1,,2,9.373,9.163625,9.13962326388889,8.879,9.472
2018-11-19,2018,Nov,2018-2019,1,,2,8.879,8.916125,8.99425347222222,8.581,9.472
2018-11-20,2018,Nov,2018-2019,1,,2,8.68,8.68,8.68171354166667,8.481,9.077
2018-11-21,2018,Nov,2018-2019,1,,2,8.879,8.978,8.90313368055556,8.68,9.077
2018-11-22,2018,Nov,2018-2019,1,,2,8.978,8.879,9.00205034722222,8.779,9.669
2018-11-23,2018,Nov,2018-2019,1,,2,9.373,9.077,9.12561284722222,8.779,9.571
2018-11-24,2018,Nov,2018-2019,1,,2,9.373,9.163625,9.14777083333333,8.879,9.373
2018-11-25,2018,Nov,2018-2019,1,,2,9.275,9.176,9.22008680555555,9.077,9.373
2018-11-26,2018,Nov,2018-2019,1,,2,9.275,9.275,9.28180555555556,9.275,9.373
2018-11-27,2018,Nov,2018-2019,1,,2,9.373,9.373,9.39757986111111,9.324,9.571
2018-11-28,2018,Nov,2018-2019,1,,2,9.176,9.373,9.35291145833333,9.176,9.373
2018-11-29,2018,Nov,2018-2019,1,,2,9.176,9.275,9.26791666666667,9.176,9.571
2018-11-30,2018,Nov,2018-2019,1,,2,9.077,9.373,9.29656076388889,8.978,9.472
2018-12-01,2018,Dec,2018-2019,1,,2,9.077,8.940875,8.96063194444444,8.779,9.373
2018-12-02,2018,Dec,2018-2019,1,,2,8.779,8.965625,8.90879513888889,8.481,9.077
2018-12-03,2018,Dec,2018-2019,1,,2,7.882,8.307,8.33778645833333,7.882,8.879
2018-12-04,2018,Dec,2018-2019,1,,2,7.582,7.95775,8.02288194444444,7.381,8.481
2018-12-05,2018,Dec,2018-2019,1,,2,7.882,7.782,7.855125,7.381,8.382
2018-12-06,2018,Dec,2018-2019,1,,2,8.481,7.882,7.926953125,7.582,8.481
2018-12-07,2018,Dec,2018-2019,1,,2,7.983,7.8195,7.80379513888889,7.381,8.581
2018-12-08,2018,Dec,2018-2019,1,,2,7.983,7.983,7.98203472222222,7.882,8.182
2018-12-09,2018,Dec,2018-2019,1,,2,8.581,8.4315,8.37422569444444,7.983,8.581
2018-12-10,2018,Dec,2018-2019,1,,2,8.581,8.581,8.625,8.581,8.68
2018-12-11,2018,Dec,2018-2019,1,,2,8.879,8.68,8.72357291666667,8.481,9.176
2018-12-12,2018,Dec,2018-2019,1,,2,9.176,9.188375,9.16836631944445,8.779,9.472
2018-12-13,2018,Dec,2018-2019,1,,2,9.077,9.373,9.29447048611111,8.68,9.373
2018-12-14,2018,Dec,2018-2019,1,,2,8.182,8.4315,8.35031770833333,7.381,9.077
2018-12-15,2018,Dec,2018-2019,1,,2,8.382,8.282,8.310625,8.082,8.581
2018-12-16,2018,Dec,2018-2019,1,,2,9.176,8.7295,8.72057291666667,8.382,9.176
2018-12-17,2018,Dec,2018-2019,1,,2,8.779,8.879,8.94874479166666,8.68,9.176
2018-12-18,2018,Dec,2018-2019,1,,2,8.68,8.879,8.83897743055556,8.68,8.978
2018-12-19,2018,Dec,2018-2019,1,,2,8.581,8.779,8.78231076388889,8.581,8.879
2018-12-20,2018,Dec,2018-2019,1,,2,8.68,8.282,8.21767534722222,7.582,8.779
2018-12-21,2018,Dec,2018-2019,1,,2,7.882,8.082,8.09260069444445,7.882,8.779
2018-12-22,2018,Dec,2018-2019,1,,2,8.082,8.082,8.05146527777778,7.882,8.182
2018-12-23,2018,Dec,2018-2019,1,,2,8.282,8.182,8.13315277777778,7.983,8.282
2018-12-24,2018,Dec,2018-2019,1,,2,8.182,8.182,8.16147222222222,7.983,8.382
2018-12-25,2018,Dec,2018-2019,1,,2,7.882,8.0325,8.03895833333334,7.882,8.282
2018-12-26,2018,Dec,2018-2019,1,,2,8.182,8.020125,8.07424305555556,7.882,8.382
2018-12-27,2018,Dec,2018-2019,1,,2,7.983,8.082,8.11259548611111,7.882,8.382
2018-12-28,2018,Dec,2018-2019,1,,2,8.282,8.182,8.17318229166667,7.983,8.282
2018-12-29,2018,Dec,2018-2019,1,,2,8.182,8.581,8.49322222222222,8.082,8.68
2018-12-30,2018,Dec,2018-2019,1,,2,7.983,8.332,8.30993576388889,7.682,8.481
2018-12-31,2018,Dec,2018-2019,1,,2,7.983,8.182,8.15634722222222,7.782,8.382
2019-01-01,2019,Jan,2018-2019,1,,2,7.983,7.983,7.98145833333334,7.882,8.082
2019-01-02,2019,Jan,2018-2019,1,,2,8.382,8.282,8.25925173611111,7.983,8.382
2019-01-03,2019,Jan,2018-2019,1,,2,8.182,8.182,8.16846527777778,7.983,8.382
2019-01-04,2019,Jan,2018-2019,1,,2,8.382,8.182,8.18026388888889,8.082,8.382
2019-01-05,2019,Jan,2018-2019,1,,2,8.182,8.1945,8.215,7.983,8.382
2019-01-06,2019,Jan,2018-2019,1,,2,7.983,7.983,7.98965104166667,7.782,8.282
2019-01-07,2019,Jan,2018-2019,1,,2,7.28,7.682,7.73578993055555,7.179,8.182
2019-01-08,2019,Jan,2018-2019,1,,2,7.28,7.343125,7.34214583333333,7.079,7.682
2019-01-09,2019,Jan,2018-2019,1,,2,7.28,7.28,7.3030625,7.179,7.481
2019-01-10,2019,Jan,2018-2019,1,,2,7.882,7.5315,7.56851736111111,7.179,7.882
2019-01-11,2019,Jan,2018-2019,1,,2,7.682,7.807,7.81151388888889,7.682,7.882
2019-01-12,2019,Jan,2018-2019,1,,2,7.782,7.682,7.72071527777777,7.682,7.782
2019-01-13,2019,Jan,2018-2019,1,,2,7.682,7.782,7.7523125,7.682,7.882
2019-01-14,2019,Jan,2018-2019,1,,2,7.582,7.782,7.7273125,7.582,7.882
2019-01-15,2019,Jan,2018-2019,1,,2,7.582,7.682,7.65347222222222,7.481,7.782
2019-01-16,2019,Jan,2018-2019,1,,2,7.481,7.481,7.52046006944444,7.381,7.582
2019-01-17,2019,Jan,2018-2019,1,,2,7.481,7.381,7.39829166666667,7.28,7.481
2019-01-18,2019,Jan,2018-2019,1,,2,7.582,7.481,7.49157465277778,7.381,7.582
2019-01-19,2019,Jan,2018-2019,1,,2,8.182,7.882,7.88107638888889,7.582,8.282
2019-01-20,2019,Jan,2018-2019,1,,2,7.983,7.882,7.86025520833333,7.682,8.182
2019-01-21,2019,Jan,2018-2019,1,,2,7.882,7.682,7.75863368055556,7.481,8.082
2019-01-22,2019,Jan,2018-2019,1,,2,7.983,7.6945,7.75624826388889,7.582,7.983
2019-01-23,2019,Jan,2018-2019,1,,2,7.983,7.90725,7.94047222222222,7.682,8.282
2019-01-24,2019,Jan,2018-2019,1,,2,7.983,7.983,7.98447222222222,7.882,8.282
2019-01-25,2019,Jan,2018-2019,1,,2,8.082,8.082,8.07044618055555,7.983,8.282
2019-01-26,2019,Jan,2018-2019,1,,2,8.182,8.182,8.18390972222222,8.082,8.282
2019-01-27,2019,Jan,2018-2019,1,,2,8.082,8.282,8.27588888888889,8.082,8.481
2019-01-28,2019,Jan,2018-2019,1,,2,8.082,8.282,8.22368055555556,7.983,8.382
2019-01-29,2019,Jan,2018-2019,1,,2,7.983,8.082,8.04069965277778,7.782,8.182
2019-01-30,2019,Jan,2018-2019,1,,2,7.882,7.983,7.91808506944445,7.782,8.082
2019-01-31,2019,Jan,2018-2019,1,,2,7.882,7.882,7.91917361111111,7.882,7.983
2019-02-01,2019,Feb,2018-2019,1,,2,7.582,7.882,7.86684722222222,7.481,7.983
2019-02-02,2019,Feb,2018-2019,1,,2,7.079,7.481125,7.44765104166667,6.775,7.782
2019-02-03,2019,Feb,2018-2019,1,,2,6.064,6.382625,6.51684548611111,5.962,7.28
2019-02-04,2019,Feb,2018-2019,1,,2,6.064,6.39525,6.45061805555556,5.86,7.179
2019-02-05,2019,Feb,2018-2019,1,,2,6.37,6.775,6.73248263888889,5.962,7.28
2019-02-06,2019,Feb,2018-2019,1,,2,6.978,6.9275,6.83540972222222,6.166,7.179
2019-02-07,2019,Feb,2018-2019,1,,2,6.877,7.0285,7.02586979166667,6.877,7.079
2019-02-08,2019,Feb,2018-2019,1,,2,6.573,6.877,6.832875,6.268,7.079
2019-02-09,2019,Feb,2018-2019,1,,2,6.471,6.07675,6.10153819444444,5.552,6.573
2019-02-10,2019,Feb,2018-2019,1,,2,6.37,6.573,6.54266840277778,6.37,6.674
2019-02-11,2019,Feb,2018-2019,1,,2,6.064,6.268,6.25719791666667,6.064,6.37
2019-02-12,2019,Feb,2018-2019,1,,2,6.064,6.064,6.08241666666667,5.86,6.268
2019-02-13,2019,Feb,2018-2019,1,,2,6.166,6.115,6.12190625,5.86,6.37
2019-02-14,2019,Feb,2018-2019,1,,2,6.064,6.166,6.18246875,5.962,6.37
2019-02-15,2019,Feb,2018-2019,1,,2,6.37,6.37,6.37740625,5.962,6.775
2019-02-16,2019,Feb,2018-2019,1,,2,6.268,6.471,6.46578125,6.166,6.674
2019-02-17,2019,Feb,2018-2019,1,,2,6.166,6.268,6.25611458333333,6.064,6.471
2019-02-18,2019,Feb,2018-2019,1,,2,6.37,6.217,6.2265625,5.962,6.37
2019-02-19,2019,Feb,2018-2019,1,,2,6.37,6.471,6.4880625,6.166,6.674
2019-02-20,2019,Feb,2018-2019,1,,2,6.064,6.573,6.60828125,6.064,6.978
2019-02-21,2019,Feb,2018-2019,1,,2,6.674,6.573,6.58139930555556,6.064,6.877
2019-02-22,2019,Feb,2018-2019,1,,2,6.573,6.775,6.75716145833334,6.471,7.079
2019-02-23,2019,Feb,2018-2019,1,,2,6.268,6.69925,6.73437673611111,6.268,6.978
2019-02-24,2019,Feb,2018-2019,1,,2,6.268,6.433125,6.4089375,5.86,6.674
2019-02-25,2019,Feb,2018-2019,1,,2,5.86,6.166,6.16384722222222,5.86,6.471
2019-02-26,2019,Feb,2018-2019,1,,2,6.166,6.02575,6.09662152777778,5.655,6.573
2019-02-27,2019,Feb,2018-2019,1,,2,6.573,6.115,6.18905034722222,5.655,6.573
2019-02-28,2019,Feb,2018-2019,1,,2,6.775,6.4205,6.47912847222223,6.166,6.775
2019-03-01,2019,Mar,2018-2019,1,,2,6.775,6.64875,6.59581944444445,6.37,6.877
2019-03-02,2019,Mar,2018-2019,1,,2,6.268,6.4205,6.49108854166667,6.166,6.775
2019-03-03,2019,Mar,2018-2019,1,,2,6.064,6.166,6.2095625,5.962,6.37
2019-03-04,2019,Mar,2018-2019,1,,2,5.962,6.07675,6.15201041666667,5.962,6.37
2019-03-05,2019,Mar,2018-2019,1,,2,6.166,6.22975,6.2393125,5.962,6.37
2019-03-06,2019,Mar,2018-2019,1,,2,6.268,6.268,6.27135763888889,6.064,6.471
2019-03-07,2019,Mar,2018-2019,1,,2,6.37,6.37,6.39275347222222,6.166,6.674
2019-03-08,2019,Mar,2018-2019,1,,2,6.573,6.471,6.47297395833333,6.166,6.775
2019-03-09,2019,Mar,2018-2019,1,,2,6.573,6.573,6.52975,6.268,6.775
2019-03-10,2019,Mar,2018-2019,1,,2,6.573,6.573,6.54811111111111,6.37,6.775
2019-03-11,2019,Mar,2018-2019,1,,2,7.079,6.978,6.88904513888889,6.573,7.179
2019-03-12,2019,Mar,2018-2019,1,,2,7.381,7.381,7.40189930555556,7.079,7.682
2019-03-13,2019,Mar,2018-2019,1,,2,7.179,7.381,7.37196875,7.179,7.481
2019-03-14,2019,Mar,2018-2019,1,,2,7.381,7.2295,7.25365625,7.179,7.481
2019-03-15,2019,Mar,2018-2019,1,,2,7.582,7.381,7.38251215277778,7.28,7.682
2019-03-16,2019,Mar,2018-2019,1,,2,7.481,7.381,7.39288368055556,7.28,7.582
2019-03-17,2019,Mar,2018-2019,1,,2,7.582,7.481,7.48653298611111,7.28,7.882
2019-03-18,2019,Mar,2018-2019,1,,2,7.682,7.582,7.59890972222222,7.381,8.082
2019-03-19,2019,Mar,2018-2019,1,,2,7.782,7.682,7.67894444444444,7.481,8.082
2019-03-20,2019,Mar,2018-2019,1,,2,7.983,7.782,7.79840798611111,7.582,8.082
2019-03-21,2019,Mar,2018-2019,1,,2,7.882,7.882,7.83223090277778,7.682,8.082
2019-03-22,2019,Mar,2018-2019,1,,2,7.882,7.882,7.921625,7.782,8.182
2019-03-23,2019,Mar,2018-2019,1,,2,7.983,7.919875,7.98066493055556,7.782,8.481
2019-03-24,2019,Mar,2018-2019,1,,2,7.983,7.983,7.96999305555556,7.782,8.282
2019-03-25,2019,Mar,2018-2019,1,,2,8.082,7.983,8.01296006944445,7.882,8.282
2019-03-26,2019,Mar,2018-2019,1,,2,8.082,8.1195,8.13130555555555,8.082,8.282
2019-03-27,2019,Mar,2018-2019,1,,2,8.581,8.182,8.18255729166667,7.983,8.68
2019-03-28,2019,Mar,2018-2019,1,,2,8.382,8.382,8.35290798611111,8.182,8.581
2019-03-29,2019,Mar,2018-2019,1,,2,8.581,8.481,8.49269618055556,8.382,8.68
2019-03-30,2019,Mar,2018-2019,1,,2,8.581,8.581,8.55997222222222,8.382,8.779
2019-03-31,2019,Mar,2018-2019,1,,2,8.581,8.581,8.62701388888889,8.481,8.978
2019-04-01,2019,Apr,2018-2019,1,,2,8.581,8.68,8.72559722222222,8.581,9.176
2019-04-02,2019,Apr,2018-2019,1,,2,8.879,8.879,8.84232986111111,8.581,9.077
2019-04-03,2019,Apr,2018-2019,1,,2,8.978,8.879,8.90205034722222,8.779,9.077
2019-04-04,2019,Apr,2018-2019,1,,2,8.879,8.879,8.86855381944445,8.779,8.978
2019-04-05,2019,Apr,2018-2019,1,,2,8.879,8.879,8.921625,8.879,8.978
2019-04-06,2019,Apr,2018-2019,1,,2,8.779,8.779,8.77795138888889,8.68,8.879
2019-04-07,2019,Apr,2018-2019,1,,2,8.779,8.766625,8.73363194444445,8.68,8.879
2019-04-08,2019,Apr,2018-2019,1,,2,8.879,8.7295,8.7584375,8.581,9.176
2019-04-09,2019,Apr,2018-2019,1,,2,8.879,8.879,8.85330555555556,8.779,8.879
2019-04-10,2019,Apr,2018-2019,1,,2,8.879,8.879,8.89343055555555,8.779,8.978
2019-04-11,2019,Apr,2018-2019,1,,2,9.077,8.978,8.95906597222222,8.779,9.176
2019-04-12,2019,Apr,2018-2019,1,,2,9.077,9.077,9.0873125,8.978,9.176
2019-04-13,2019,Apr,2018-2019,1,,2,8.779,8.978,8.96197569444445,8.779,9.176
2019-04-14,2019,Apr,2018-2019,1,,2,8.879,8.879,8.84678472222222,8.68,8.978
2019-04-15,2019,Apr,2018-2019,1,,2,8.879,8.879,8.90011111111111,8.779,9.176
2019-04-16,2019,Apr,2018-2019,1,,2,8.879,8.879,8.888625,8.879,8.978
2019-04-17,2019,Apr,2018-2019,1,,2,8.779,8.779,8.80070138888889,8.779,8.879
2019-04-18,2019,Apr,2018-2019,1,,2,8.779,8.779,8.80467361111111,8.779,8.978
2019-04-19,2019,Apr,2018-2019,1,,2,8.978,8.8665,8.92142534722222,8.68,9.571
2019-04-20,2019,Apr,2018-2019,1,,2,9.077,8.978,9.038203125,8.779,9.472
2019-04-21,2019,Apr,2018-2019,1,,2,8.879,8.978,8.97078125,8.879,9.077
2019-04-22,2019,Apr,2018-2019,1,,2,8.879,8.879,8.90785416666666,8.779,8.978
2019-04-23,2019,Apr,2018-2019,1,,2,9.275,8.978,8.99977083333333,8.779,9.373
2019-04-24,2019,Apr,2018-2019,1,,2,9.373,9.188375,9.21546180555556,8.978,9.571
2019-04-25,2019,Apr,2018-2019,1,,2,9.571,9.275,9.29906597222222,9.176,9.571
2019-04-26,2019,Apr,2018-2019,1,,2,9.373,9.385375,9.41122569444444,9.275,9.571
2019-04-27,2019,Apr,2018-2019,1,,2,9.275,9.275,9.38182291666667,9.176,9.768
2019-04-28,2019,Apr,2018-2019,1,,2,9.472,9.54625,9.56750520833334,9.324,10.063
2019-04-29,2019,Apr,2018-2019,1,,2,9.669,9.768,9.85333854166666,9.472,10.553
2019-04-30,2019,Apr,2018-2019,1,,2,10.161,10.063,10.0951597222222,9.669,11.041
2019-05-01,2019,May,2018-2019,1,,2,10.161,10.07525,10.1132916666667,9.866,10.455
2019-05-02,2019,May,2018-2019,1,,2,9.571,9.965,9.96771180555556,9.571,10.161
2019-05-03,2019,May,2018-2019,1,,2,9.866,9.9895,10.0369878472222,9.472,10.553
2019-05-04,2019,May,2018-2019,1,,2,9.866,10.161,10.1914375,9.472,10.651
2019-05-05,2019,May,2018-2019,1,,2,9.768,10.02625,10.0904756944444,9.472,10.846
2019-05-06,2019,May,2018-2019,1,,2,9.965,9.965,9.96192881944445,9.373,10.455
2019-05-07,2019,May,2018-2019,1,,2,9.866,9.9155,9.88955381944445,9.571,10.357
2019-05-08,2019,May,2018-2019,1,,2,10.161,9.866,9.95974479166667,9.669,10.553
2019-05-09,2019,May,2018-2019,1,,2,10.161,9.965,9.97961111111111,9.768,10.455
2019-05-10,2019,May,2018-2019,1,,2,10.455,10.161,10.2373090277778,9.965,10.846
2019-05-11,2019,May,2018-2019,1,,2,10.748,10.357,10.4373454861111,10.161,10.846
2019-05-12,2019,May,2018-2019,1,,2,10.357,10.259,10.2915815972222,9.866,10.748
2019-05-13,2019,May,2018-2019,1,,2,10.259,10.34475,10.2964548611111,9.768,10.846
2019-05-14,2019,May,2018-2019,1,,2,10.063,10.259,10.2709097222222,9.965,10.651
2019-05-15,2019,May,2018-2019,1,,2,9.965,10.24675,10.3161493055556,9.965,10.944
2019-05-16,2019,May,2018-2019,1,,2,10.063,10.308,10.3085104166667,9.965,10.651
2019-05-17,2019,May,2018-2019,1,,2,10.161,10.161,10.1074895833333,9.571,10.455
2019-05-18,2019,May,2018-2019,1,,2,10.161,10.259,10.3874375,10.161,11.236
