Date,Year,Month,WaterYear,TWtrChoked_inner_sgrassQ_level,TWtrChoked_inner_sgrassQ_flags,TWtrChoked_inner_sgrassUNESCO_Q_level,TWtrChoked_inner_sgrass,TWtrChoked_inner_sgrassMed,TWtrChoked_inner_sgrassAvg,TWtrChoked_inner_sgrassMin,TWtrChoked_inner_sgrassMax
2017-09-19,2017,Sep,2016-2017,1,,9,,,,,
2017-09-20,2017,Sep,2016-2017,1,"MV:22 of 24 missing:1 of 24 flagged",3,11.916,11.782625,11.7907083333333,11.722,11.916
2017-09-21,2017,Sep,2016-2017,1,,2,11.431,11.236,11.2679392361111,10.846,11.916
2017-09-22,2017,Sep,2016-2017,1,,2,11.916,11.35825,11.4195746527778,10.944,12.11
2017-09-23,2017,Sep,2016-2017,1,,2,11.916,11.661375,11.6099375,11.041,12.11
2017-09-24,2017,Sep,2016-2017,1,,2,12.207,11.685625,11.6275434027778,10.944,12.207
2017-09-25,2017,Sep,2016-2017,1,,2,12.207,11.928125,11.8364305555556,11.236,12.207
2017-09-26,2017,Sep,2016-2017,1,,2,12.11,11.855375,11.875078125,11.334,12.207
2017-09-27,2017,Sep,2016-2017,1,,2,11.528,11.782625,11.7384548611111,11.236,12.11
2017-09-28,2017,Sep,2016-2017,1,,2,11.334,11.9645,11.8786145833333,11.334,12.207
2017-09-29,2017,Sep,2016-2017,1,,2,11.431,12.073625,11.8996649305556,11.334,12.207
2017-09-30,2017,Sep,2016-2017,1,,2,11.625,12.23125,12.1678506944444,11.431,12.69
2017-10-01,2017,Oct,2017-2018,1,,2,10.944,11.564375,11.5793420138889,10.748,12.304
2017-10-02,2017,Oct,2017-2018,1,,2,10.553,10.5285,10.5308940972222,10.161,11.041
2017-10-03,2017,Oct,2017-2018,1,,2,10.651,10.748,10.7533645833333,10.161,11.334
2017-10-04,2017,Oct,2017-2018,1,,2,10.748,10.687375,10.657109375,10.259,11.041
2017-10-05,2017,Oct,2017-2018,1,,2,10.846,10.602,10.6007673611111,10.063,11.139
2017-10-06,2017,Oct,2017-2018,1,,2,11.431,11.041,11.033984375,10.651,11.431
2017-10-07,2017,Oct,2017-2018,1,,2,11.139,11.10225,11.1511944444444,10.553,11.819
2017-10-08,2017,Oct,2017-2018,1,,2,10.553,10.553,10.5746840277778,9.965,11.334
2017-10-09,2017,Oct,2017-2018,1,,2,10.846,10.748,10.717859375,10.357,10.944
2017-10-10,2017,Oct,2017-2018,1,,2,10.357,10.651,10.594390625,10.259,10.944
2017-10-11,2017,Oct,2017-2018,1,,2,9.965,10.063,10.1147222222222,9.965,10.357
2017-10-12,2017,Oct,2017-2018,1,,2,10.161,10.112,10.1319305555556,9.768,10.553
2017-10-13,2017,Oct,2017-2018,1,,2,10.063,10.259,10.26665625,10.063,10.357
2017-10-14,2017,Oct,2017-2018,1,,2,10.553,10.357,10.3418576388889,10.063,10.651
2017-10-15,2017,Oct,2017-2018,1,,2,10.455,10.553,10.5565729166667,10.455,10.651
2017-10-16,2017,Oct,2017-2018,1,,2,10.063,10.161,10.2195277777778,10.063,10.455
2017-10-17,2017,Oct,2017-2018,1,,2,9.866,10.063,10.0175086805556,9.669,10.161
2017-10-18,2017,Oct,2017-2018,1,,2,9.768,9.7925,9.81172569444444,9.768,9.866
2017-10-19,2017,Oct,2017-2018,1,,2,9.571,9.669,9.65452256944445,9.472,9.768
2017-10-20,2017,Oct,2017-2018,1,,2,9.373,9.571,9.54314236111111,9.373,9.669
2017-10-21,2017,Oct,2017-2018,1,,2,9.373,9.472,9.4520625,9.373,9.472
2017-10-22,2017,Oct,2017-2018,1,,2,9.472,9.472,9.441578125,9.373,9.571
2017-10-23,2017,Oct,2017-2018,1,,2,9.571,9.472,9.51444618055556,9.472,9.669
2017-10-24,2017,Oct,2017-2018,1,,2,9.669,9.5955,9.62261458333333,9.472,9.768
2017-10-25,2017,Oct,2017-2018,1,,2,9.768,9.768,9.74646701388889,9.669,9.866
2017-10-26,2017,Oct,2017-2018,1,,2,9.669,9.768,9.75631770833333,9.669,9.965
2017-10-27,2017,Oct,2017-2018,1,,2,9.768,9.768,9.76298784722222,9.669,9.866
2017-10-28,2017,Oct,2017-2018,1,,2,9.768,9.768,9.79318055555556,9.768,9.866
2017-10-29,2017,Oct,2017-2018,1,,2,9.768,9.768,9.757,9.669,9.768
2017-10-30,2017,Oct,2017-2018,1,,2,9.669,9.7185,9.71116493055556,9.571,9.768
2017-10-31,2017,Oct,2017-2018,1,,2,9.768,9.768,9.72866840277778,9.571,9.866
2017-11-01,2017,Nov,2017-2018,1,,2,9.768,9.768,9.76854166666667,9.571,9.866
2017-11-02,2017,Nov,2017-2018,1,,2,8.779,9.089375,9.15372395833333,8.581,9.965
2017-11-03,2017,Nov,2017-2018,1,,2,9.176,8.978,9.02805381944444,8.68,9.275
2017-11-04,2017,Nov,2017-2018,1,,2,8.879,8.8665,8.84193923611111,8.779,9.176
2017-11-05,2017,Nov,2017-2018,1,,2,9.077,8.779,8.82372569444444,8.581,9.275
2017-11-06,2017,Nov,2017-2018,1,,2,8.481,8.68,8.72996527777778,8.481,9.176
2017-11-07,2017,Nov,2017-2018,1,,2,8.68,8.581,8.602515625,8.481,8.779
2017-11-08,2017,Nov,2017-2018,1,,2,9.077,8.68,8.70138020833333,8.581,9.077
2017-11-09,2017,Nov,2017-2018,1,,2,8.581,8.593375,8.67319444444444,8.382,9.077
2017-11-10,2017,Nov,2017-2018,1,,2,8.382,8.5185,8.57472743055555,8.382,8.879
2017-11-11,2017,Nov,2017-2018,1,,2,8.481,8.556,8.52880034722222,8.382,8.581
2017-11-12,2017,Nov,2017-2018,1,,2,8.481,8.481,8.5101875,8.382,8.779
2017-11-13,2017,Nov,2017-2018,1,,2,8.68,8.581,8.67771701388889,8.382,8.978
2017-11-14,2017,Nov,2017-2018,1,,2,8.68,8.68,8.669,8.581,8.779
2017-11-15,2017,Nov,2017-2018,1,,2,8.68,8.68,8.70697916666667,8.581,8.879
2017-11-16,2017,Nov,2017-2018,1,,2,8.879,8.692375,8.73707118055556,8.581,8.978
2017-11-17,2017,Nov,2017-2018,1,,2,8.779,8.68,8.70640972222222,8.581,8.879
2017-11-18,2017,Nov,2017-2018,1,,2,8.779,8.68,8.6916875,8.581,8.779
2017-11-19,2017,Nov,2017-2018,1,,2,8.879,8.779,8.76654166666667,8.68,8.879
2017-11-20,2017,Nov,2017-2018,1,,2,8.879,8.779,8.81377083333333,8.68,8.978
2017-11-21,2017,Nov,2017-2018,1,,2,8.978,8.779,8.78953645833334,8.68,8.978
2017-11-22,2017,Nov,2017-2018,1,,2,8.978,8.9285,8.89034027777778,8.68,8.978
2017-11-23,2017,Nov,2017-2018,1,,2,8.978,8.879,8.91475,8.879,8.978
2017-11-24,2017,Nov,2017-2018,1,,2,9.077,8.978,8.99773784722222,8.879,9.373
2017-11-25,2017,Nov,2017-2018,1,,2,9.077,8.978,9.0385,8.879,9.176
2017-11-26,2017,Nov,2017-2018,1,,2,8.978,9.077,9.081984375,8.879,9.275
2017-11-27,2017,Nov,2017-2018,1,,2,9.077,9.077,9.036953125,8.879,9.176
2017-11-28,2017,Nov,2017-2018,1,,2,8.879,8.879,8.92539930555556,8.779,9.077
2017-11-29,2017,Nov,2017-2018,1,,2,9.077,9.077,9.04296875,8.879,9.176
2017-11-30,2017,Nov,2017-2018,1,,2,8.978,9.077,9.064796875,8.978,9.176
2017-12-01,2017,Dec,2017-2018,1,,2,8.879,8.978,8.947921875,8.879,9.077
2017-12-02,2017,Dec,2017-2018,1,,2,8.978,8.779,8.78684895833333,8.581,9.077
2017-12-03,2017,Dec,2017-2018,1,,2,8.978,8.816625,8.74611805555555,8.382,9.176
2017-12-04,2017,Dec,2017-2018,1,,2,8.182,8.282,8.34683333333333,8.082,8.978
2017-12-05,2017,Dec,2017-2018,1,,2,8.481,8.382,8.35211284722222,8.182,8.68
2017-12-06,2017,Dec,2017-2018,1,,2,8.382,8.382,8.410984375,8.282,8.581
2017-12-07,2017,Dec,2017-2018,1,,2,8.182,8.182,8.25170138888889,7.983,8.481
2017-12-08,2017,Dec,2017-2018,1,,2,8.182,8.182,8.17299305555555,7.882,8.68
2017-12-09,2017,Dec,2017-2018,1,,2,8.082,8.182,8.20019444444444,7.983,8.68
2017-12-10,2017,Dec,2017-2018,1,,2,8.182,8.282,8.3051875,8.082,8.779
2017-12-11,2017,Dec,2017-2018,1,,2,8.382,8.282,8.35348611111111,8.082,8.779
2017-12-12,2017,Dec,2017-2018,1,,2,8.481,8.481,8.552078125,8.282,8.978
2017-12-13,2017,Dec,2017-2018,1,,2,8.282,8.68,8.73145659722222,8.282,8.978
2017-12-14,2017,Dec,2017-2018,1,,2,8.581,8.6305,8.62556423611111,8.282,8.978
2017-12-15,2017,Dec,2017-2018,1,,2,8.779,8.68,8.68237152777778,8.382,8.978
2017-12-16,2017,Dec,2017-2018,1,,2,8.481,8.581,8.68328125,8.481,9.176
2017-12-17,2017,Dec,2017-2018,1,,2,8.779,8.68,8.71664930555556,8.481,8.978
2017-12-18,2017,Dec,2017-2018,1,,2,8.779,8.779,8.8185625,8.68,8.978
2017-12-19,2017,Dec,2017-2018,1,,2,8.879,8.68,8.64595138888889,8.382,8.879
2017-12-20,2017,Dec,2017-2018,1,,2,8.879,8.282,8.51301388888889,7.983,9.176
2017-12-21,2017,Dec,2017-2018,1,,2,8.282,8.282,8.36234895833333,7.983,8.879
2017-12-22,2017,Dec,2017-2018,1,,2,8.68,8.207,8.24428125,7.983,9.077
2017-12-23,2017,Dec,2017-2018,1,,2,8.082,8.0945,8.15948263888889,7.882,8.68
2017-12-24,2017,Dec,2017-2018,1,,2,7.983,7.882,7.88165798611111,7.682,8.182
2017-12-25,2017,Dec,2017-2018,1,,2,7.782,7.995375,8.07618229166667,7.682,8.978
2017-12-26,2017,Dec,2017-2018,1,,2,7.682,7.983,8.05570138888889,7.682,8.779
2017-12-27,2017,Dec,2017-2018,1,,2,7.582,7.632,7.66174305555555,7.381,8.481
2017-12-28,2017,Dec,2017-2018,1,,2,7.481,7.6195,7.672953125,7.381,8.082
2017-12-29,2017,Dec,2017-2018,1,,2,7.782,7.694375,7.761171875,7.381,8.382
2017-12-30,2017,Dec,2017-2018,1,,2,7.882,7.869625,7.813,7.381,8.282
2017-12-31,2017,Dec,2017-2018,1,,2,7.381,7.4185,7.47855729166667,7.28,7.882
2018-01-01,2018,Jan,2017-2018,1,,2,7.381,7.381,7.39897916666667,7.28,7.782
2018-01-02,2018,Jan,2017-2018,1,,2,7.882,7.481,7.48244965277778,7.381,7.882
2018-01-03,2018,Jan,2017-2018,1,,2,7.983,7.582,7.59541493055555,7.381,7.983
2018-01-04,2018,Jan,2017-2018,1,,2,7.882,7.782,7.80234201388889,7.682,7.983
2018-01-05,2018,Jan,2017-2018,1,,2,7.882,7.9325,7.93936111111111,7.882,8.082
2018-01-06,2018,Jan,2017-2018,1,,2,7.983,7.983,7.98126215277778,7.882,8.182
2018-01-07,2018,Jan,2017-2018,1,,2,7.983,7.983,8.0066875,7.882,8.182
2018-01-08,2018,Jan,2017-2018,1,,2,7.983,7.983,8.0139375,7.983,8.082
2018-01-09,2018,Jan,2017-2018,1,,2,7.983,8.082,8.0565625,7.983,8.082
2018-01-10,2018,Jan,2017-2018,1,,2,7.882,7.995375,8.02575868055555,7.882,8.082
2018-01-11,2018,Jan,2017-2018,1,,2,7.682,7.882,7.88944444444445,7.682,8.182
2018-01-12,2018,Jan,2017-2018,1,,2,7.782,7.707,7.77161111111111,7.582,8.082
2018-01-13,2018,Jan,2017-2018,1,,2,7.882,7.882,7.87219444444445,7.782,7.983
2018-01-14,2018,Jan,2017-2018,1,,2,8.182,7.882,7.93583333333333,7.882,8.182
2018-01-15,2018,Jan,2017-2018,1,,2,8.282,7.983,8.06225694444445,7.882,8.382
2018-01-16,2018,Jan,2017-2018,1,,2,8.182,8.082,8.11898611111111,7.983,8.282
2018-01-17,2018,Jan,2017-2018,1,,2,8.382,8.282,8.26771527777777,8.082,8.481
2018-01-18,2018,Jan,2017-2018,1,,2,8.382,8.382,8.41497916666667,8.282,8.581
2018-01-19,2018,Jan,2017-2018,1,,2,8.382,8.382,8.38749305555556,8.282,8.481
2018-01-20,2018,Jan,2017-2018,1,,2,8.282,8.382,8.37035416666667,8.282,8.481
2018-01-21,2018,Jan,2017-2018,1,,2,8.282,8.282,8.30283333333334,8.282,8.382
2018-01-22,2018,Jan,2017-2018,1,,2,8.182,8.282,8.26134027777778,8.182,8.282
2018-01-23,2018,Jan,2017-2018,1,,2,8.282,8.232,8.23182638888888,8.182,8.382
2018-01-24,2018,Jan,2017-2018,1,,2,8.182,8.282,8.2710625,8.182,8.382
2018-01-25,2018,Jan,2017-2018,1,,2,8.182,8.182,8.19727777777777,8.082,8.282
2018-01-26,2018,Jan,2017-2018,1,,2,7.983,8.082,8.04797048611111,7.882,8.182
2018-01-27,2018,Jan,2017-2018,1,,2,7.782,7.882,7.87072395833334,7.782,8.082
2018-01-28,2018,Jan,2017-2018,1,,2,7.983,7.894625,7.91313715277778,7.682,8.082
2018-01-29,2018,Jan,2017-2018,1,,2,7.882,7.983,7.96593923611111,7.882,8.082
2018-01-30,2018,Jan,2017-2018,1,,2,7.882,7.882,7.87722222222222,7.782,7.983
2018-01-31,2018,Jan,2017-2018,1,,2,7.882,7.882,7.89186805555556,7.782,7.983
2018-02-01,2018,Feb,2017-2018,1,,2,7.882,7.882,7.88130555555556,7.782,7.882
2018-02-02,2018,Feb,2017-2018,1,,2,7.882,7.882,7.89041666666667,7.882,7.983
2018-02-03,2018,Feb,2017-2018,1,,2,7.983,7.90725,7.94528993055556,7.882,8.082
2018-02-04,2018,Feb,2017-2018,1,,2,8.082,7.983,8.03239756944444,7.983,8.182
2018-02-05,2018,Feb,2017-2018,1,,2,7.983,7.983,7.99166493055555,7.782,8.082
2018-02-06,2018,Feb,2017-2018,1,,2,7.882,7.9325,7.98438368055556,7.782,8.182
2018-02-07,2018,Feb,2017-2018,1,,2,7.983,8.082,8.04884548611111,7.882,8.182
2018-02-08,2018,Feb,2017-2018,1,,2,7.983,7.995375,8.07769444444444,7.983,8.382
2018-02-09,2018,Feb,2017-2018,1,,2,7.682,8.132,8.12718229166667,7.682,8.382
2018-02-10,2018,Feb,2017-2018,1,,2,7.381,8.020125,7.95686979166667,7.381,8.282
2018-02-11,2018,Feb,2017-2018,1,,2,7.381,7.493625,7.59122916666667,7.28,8.082
2018-02-12,2018,Feb,2017-2018,1,,2,7.481,7.6195,7.70442361111111,7.28,8.182
2018-02-13,2018,Feb,2017-2018,1,,2,6.978,7.242125,7.22856770833333,6.978,7.481
2018-02-14,2018,Feb,2017-2018,1,,2,7.882,7.481,7.49396527777778,6.978,7.983
2018-02-15,2018,Feb,2017-2018,1,,2,7.481,7.782,7.74517534722222,7.481,8.182
2018-02-16,2018,Feb,2017-2018,1,,2,7.481,7.481,7.4805625,7.28,7.782
2018-02-17,2018,Feb,2017-2018,1,,2,7.682,7.481,7.459234375,7.28,7.983
2018-02-18,2018,Feb,2017-2018,1,,2,8.182,7.079,7.16152777777778,6.877,8.182
2018-02-19,2018,Feb,2017-2018,1,,2,6.573,7.28,7.36043229166667,6.573,8.182
2018-02-20,2018,Feb,2017-2018,1,,2,6.877,6.940125,6.90085416666667,6.6235,7.079
2018-02-21,2018,Feb,2017-2018,1,,2,6.775,6.95275,6.92906597222222,6.775,7.079
2018-02-22,2018,Feb,2017-2018,1,,2,7.179,7.079,7.135375,6.674,7.983
2018-02-23,2018,Feb,2017-2018,1,,2,6.978,6.978,6.99448090277778,6.877,7.129
2018-02-24,2018,Feb,2017-2018,1,,2,7.179,7.1665,7.15028298611111,6.877,7.481
2018-02-25,2018,Feb,2017-2018,1,,2,7.28,7.154,7.14492881944445,6.978,7.481
2018-02-26,2018,Feb,2017-2018,1,,2,7.28,7.179,7.19263194444445,7.079,7.381
2018-02-27,2018,Feb,2017-2018,1,,2,7.079,7.079,7.09100868055555,6.978,7.28
2018-02-28,2018,Feb,2017-2018,1,,2,7.179,7.179,7.17070833333333,6.978,7.28
2018-03-01,2018,Mar,2017-2018,1,,2,7.381,7.179,7.19996875,7.079,7.381
2018-03-02,2018,Mar,2017-2018,1,,2,7.582,7.28,7.28868576388889,7.079,7.582
2018-03-03,2018,Mar,2017-2018,1,,2,7.381,7.179,7.27741840277778,7.079,7.582
2018-03-04,2018,Mar,2017-2018,1,,2,7.28,7.179,7.19839756944444,7.079,7.582
2018-03-05,2018,Mar,2017-2018,1,,2,7.079,7.079,7.13223090277778,7.079,7.28
2018-03-06,2018,Mar,2017-2018,1,,2,6.978,7.079,7.091578125,6.978,7.179
2018-03-07,2018,Mar,2017-2018,1,,2,7.079,7.079,7.07153993055556,6.978,7.28
2018-03-08,2018,Mar,2017-2018,1,,2,6.978,7.079,7.04971701388889,6.978,7.079
2018-03-09,2018,Mar,2017-2018,1,,2,6.978,6.978,6.98921527777778,6.877,7.179
2018-03-10,2018,Mar,2017-2018,1,,2,6.978,6.978,6.96745833333333,6.877,7.28
2018-03-11,2018,Mar,2017-2018,1,,2,6.978,6.978,7.00813888888889,6.877,7.179
2018-03-12,2018,Mar,2017-2018,1,,2,7.179,7.191625,7.17138715277778,6.978,7.481
2018-03-13,2018,Mar,2017-2018,1,,2,7.179,7.191625,7.23661111111111,7.079,7.381
2018-03-14,2018,Mar,2017-2018,1,,2,7.28,7.28,7.24899131944445,7.079,7.481
2018-03-15,2018,Mar,2017-2018,1,,2,7.481,7.381,7.37040104166667,7.179,7.481
2018-03-16,2018,Mar,2017-2018,1,,2,7.481,7.4685,7.43440277777778,7.179,7.682
2018-03-17,2018,Mar,2017-2018,1,,2,7.682,7.481,7.48503298611111,7.28,7.682
2018-03-18,2018,Mar,2017-2018,1,,2,7.682,7.582,7.55588194444444,7.381,7.782
2018-03-19,2018,Mar,2017-2018,1,,2,7.782,7.582,7.60015972222222,7.381,7.782
2018-03-20,2018,Mar,2017-2018,1,,2,7.682,7.632,7.6438125,7.481,7.882
2018-03-21,2018,Mar,2017-2018,1,,2,7.782,7.682,7.71099305555556,7.582,7.882
2018-03-22,2018,Mar,2017-2018,1,,2,7.582,7.682,7.69901388888889,7.582,7.782
2018-03-23,2018,Mar,2017-2018,1,,2,7.682,7.682,7.71585416666666,7.582,7.882
2018-03-24,2018,Mar,2017-2018,1,,2,7.682,7.682,7.72852777777777,7.582,7.882
2018-03-25,2018,Mar,2017-2018,1,,2,7.682,7.682,7.71325,7.582,7.782
2018-03-26,2018,Mar,2017-2018,1,,2,7.782,7.782,7.7554375,7.682,7.782
2018-03-27,2018,Mar,2017-2018,1,,2,7.782,7.882,7.88713194444445,7.682,8.082
2018-03-28,2018,Mar,2017-2018,1,,2,7.882,7.983,7.94555555555556,7.782,8.182
2018-03-29,2018,Mar,2017-2018,1,,2,7.983,7.882,7.88912326388889,7.782,7.983
2018-03-30,2018,Mar,2017-2018,1,,2,7.983,7.983,7.96986805555556,7.782,8.182
2018-03-31,2018,Mar,2017-2018,1,,2,7.983,7.983,8.00245833333334,7.882,8.182
2018-04-01,2018,Apr,2017-2018,1,,2,7.983,7.882,7.9003125,7.782,8.082
2018-04-02,2018,Apr,2017-2018,1,,2,7.882,7.782,7.82052951388889,7.682,8.082
2018-04-03,2018,Apr,2017-2018,1,,2,7.782,7.807,7.80647916666667,7.682,7.882
2018-04-04,2018,Apr,2017-2018,1,,2,7.882,7.8695,7.85986111111111,7.682,8.082
2018-04-05,2018,Apr,2017-2018,1,,2,7.882,7.882,7.88428472222222,7.782,7.983
2018-04-06,2018,Apr,2017-2018,1,,2,7.882,7.983,7.94359722222222,7.882,8.082
2018-04-07,2018,Apr,2017-2018,1,,2,7.882,7.882,7.94730555555556,7.782,8.282
2018-04-08,2018,Apr,2017-2018,1,,2,8.182,8.082,8.10593055555555,7.882,8.382
2018-04-09,2018,Apr,2017-2018,1,,2,8.481,8.382,8.42113368055556,8.082,8.68
2018-04-10,2018,Apr,2017-2018,1,,2,8.182,8.382,8.33437326388889,8.082,8.581
2018-04-11,2018,Apr,2017-2018,1,,2,8.282,8.282,8.29154861111111,8.182,8.382
2018-04-12,2018,Apr,2017-2018,1,,2,8.282,8.282,8.29033333333333,8.182,8.382
2018-04-13,2018,Apr,2017-2018,1,,2,8.182,8.182,8.20717361111111,8.082,8.282
2018-04-14,2018,Apr,2017-2018,1,,2,8.382,8.1445,8.20249305555556,7.983,8.382
2018-04-15,2018,Apr,2017-2018,1,,2,8.481,8.382,8.34536284722222,8.082,8.581
2018-04-16,2018,Apr,2017-2018,1,,2,8.581,8.468625,8.45333333333333,8.082,8.779
2018-04-17,2018,Apr,2017-2018,1,,2,8.481,8.382,8.40879861111111,8.182,8.581
2018-04-18,2018,Apr,2017-2018,1,,2,8.68,8.481,8.49736284722222,8.282,8.779
2018-04-19,2018,Apr,2017-2018,1,,2,8.68,8.581,8.61588194444444,8.481,8.779
2018-04-20,2018,Apr,2017-2018,1,,2,8.581,8.618125,8.628609375,8.581,8.68
2018-04-21,2018,Apr,2017-2018,1,,2,8.68,8.68,8.67297395833333,8.581,8.879
2018-04-22,2018,Apr,2017-2018,1,,2,8.779,8.779,8.82598090277778,8.68,8.978
2018-04-23,2018,Apr,2017-2018,1,,2,8.978,8.916125,8.93630034722222,8.779,9.176
2018-04-24,2018,Apr,2017-2018,1,,2,9.176,9.077,9.11028125,8.978,9.373
2018-04-25,2018,Apr,2017-2018,1,,2,8.978,9.064625,9.03815625,8.879,9.176
2018-04-26,2018,Apr,2017-2018,1,,2,9.077,9.077,9.16871006944445,8.978,9.669
2018-04-27,2018,Apr,2017-2018,1,,2,9.275,9.275,9.33998263888889,9.077,9.866
2018-04-28,2018,Apr,2017-2018,1,,2,9.275,9.324,9.33771527777778,8.978,9.669
2018-04-29,2018,Apr,2017-2018,1,,2,8.978,8.978,8.96880729166667,8.779,9.275
2018-04-30,2018,Apr,2017-2018,1,,2,8.978,8.879,8.88618055555556,8.68,9.077
2018-05-01,2018,May,2017-2018,1,,2,8.978,8.879,8.90486805555556,8.68,9.077
2018-05-02,2018,May,2017-2018,1,,2,9.176,8.978,8.96992013888889,8.779,9.275
2018-05-03,2018,May,2017-2018,1,,2,9.571,9.077,9.12300173611111,8.978,9.571
2018-05-04,2018,May,2017-2018,1,,2,9.669,9.373,9.41221180555556,8.978,9.669
2018-05-05,2018,May,2017-2018,1,,2,9.768,9.63225,9.67038368055555,9.373,9.965
2018-05-06,2018,May,2017-2018,1,,2,9.373,9.472,9.58206770833333,9.275,10.161
2018-05-07,2018,May,2017-2018,1,,2,9.768,9.5955,9.71136284722222,9.275,10.357
2018-05-08,2018,May,2017-2018,1,,2,9.472,9.965,9.94846527777778,9.373,10.357
2018-05-09,2018,May,2017-2018,1,,2,10.161,9.681375,9.76140104166667,9.275,10.259
2018-05-10,2018,May,2017-2018,1,,2,10.944,10.553,10.6195364583333,9.965,11.334
2018-05-11,2018,May,2017-2018,1,,2,10.553,10.651,10.5614149305556,9.866,11.041
2018-05-12,2018,May,2017-2018,1,,2,10.161,9.755625,9.73409027777778,9.275,10.504
2018-05-13,2018,May,2017-2018,1,,2,9.866,9.6445,9.62720659722222,9.275,10.161
2018-05-14,2018,May,2017-2018,1,,2,10.161,9.94025,9.92361284722222,9.472,10.455
2018-05-15,2018,May,2017-2018,1,,2,9.768,9.768,9.81353645833333,9.472,10.259
2018-05-16,2018,May,2017-2018,1,,2,9.768,9.669,9.6993125,9.373,10.063
2018-05-17,2018,May,2017-2018,1,,2,9.472,9.484375,9.52329166666667,9.176,9.768
2018-05-18,2018,May,2017-2018,1,,2,9.866,9.509125,9.56240625,9.176,9.965
2018-05-19,2018,May,2017-2018,1,,2,9.965,9.669,9.66902951388889,9.077,9.965
2018-05-20,2018,May,2017-2018,1,,2,10.651,10.14875,10.10084375,9.472,10.651
2018-05-21,2018,May,2017-2018,1,,2,10.651,10.907125,10.8836944444444,9.866,12.11
2018-05-22,2018,May,2017-2018,1,,2,10.553,11.138875,11.1468159722222,10.161,11.916
2018-05-23,2018,May,2017-2018,1,,2,10.161,10.553,10.6159583333333,9.866,11.431
2018-05-24,2018,May,2017-2018,1,,2,9.768,10.259,10.3115503472222,9.669,11.139
2018-05-25,2018,May,2017-2018,1,,2,10.651,9.69375,10.0397725694444,9.472,11.431
2018-05-26,2018,May,2017-2018,1,,2,10.553,10.56525,10.5605729166667,9.768,11.431
2018-05-27,2018,May,2017-2018,1,,2,10.748,10.846,10.8496128472222,10.455,11.236
2018-05-28,2018,May,2017-2018,1,,2,11.334,10.846,10.89846875,10.651,11.334
2018-05-29,2018,May,2017-2018,1,,2,11.041,10.748,10.7663489583333,10.259,11.334
2018-05-30,2018,May,2017-2018,1,,2,10.651,10.553,10.56228125,9.866,11.139
2018-05-31,2018,May,2017-2018,1,,2,10.357,10.357,10.3677048611111,9.965,10.748
2018-06-01,2018,Jun,2017-2018,1,,2,11.431,10.51625,10.5587465277778,9.768,11.431
2018-06-02,2018,Jun,2017-2018,1,,2,11.528,11.334,11.2304982638889,10.651,11.625
2018-06-03,2018,Jun,2017-2018,1,,2,11.334,11.12675,11.0656354166667,10.455,11.625
2018-06-04,2018,Jun,2017-2018,1,,2,11.431,10.98025,11.0859079861111,10.651,11.819
2018-06-05,2018,Jun,2017-2018,1,,2,11.236,11.236,11.226171875,10.846,11.625
2018-06-06,2018,Jun,2017-2018,1,,2,11.236,11.334,11.3580555555556,11.041,11.528
2018-06-07,2018,Jun,2017-2018,1,,2,11.236,11.334,11.3099930555556,11.139,11.528
2018-06-08,2018,Jun,2017-2018,1,,2,11.528,11.334,11.3682916666667,11.236,11.528
2018-06-09,2018,Jun,2017-2018,1,,2,11.139,11.346125,11.3652378472222,11.139,11.625
2018-06-10,2018,Jun,2017-2018,1,,2,11.431,11.334,11.3412569444444,11.139,11.625
2018-06-11,2018,Jun,2017-2018,1,,2,11.236,11.1875,11.2486024305556,10.944,11.625
2018-06-12,2018,Jun,2017-2018,1,,2,11.722,11.334,11.3372534722222,10.944,11.916
2018-06-13,2018,Jun,2017-2018,1,,2,11.722,11.625,11.5926041666667,11.139,11.916
2018-06-14,2018,Jun,2017-2018,1,,2,11.916,11.625,11.6899409722222,11.236,12.207
2018-06-15,2018,Jun,2017-2018,1,,2,11.528,11.5765,11.5615416666667,11.139,11.916
2018-06-16,2018,Jun,2017-2018,1,,2,10.846,11.236,11.1579895833333,10.553,11.819
2018-06-17,2018,Jun,2017-2018,1,,2,11.139,11.139,11.0887899305556,10.748,11.528
2018-06-18,2018,Jun,2017-2018,1,,2,11.625,11.236,11.2473368055556,10.846,11.916
2018-06-19,2018,Jun,2017-2018,1,,2,12.207,11.916,11.8664201388889,11.236,12.401
2018-06-20,2018,Jun,2017-2018,1,,2,11.041,12.328125,12.2832604166667,11.041,13.365
2018-06-21,2018,Jun,2017-2018,1,,2,11.431,11.74625,11.8443090277778,10.846,12.98
2018-06-22,2018,Jun,2017-2018,1,,2,11.431,11.952375,11.9739305555556,11.041,12.883
2018-06-23,2018,Jun,2017-2018,1,,2,11.236,11.1145,11.1715815972222,10.357,12.11
2018-06-24,2018,Jun,2017-2018,1,,2,11.819,11.74625,11.8801545138889,10.357,13.654
2018-06-25,2018,Jun,2017-2018,1,,2,12.11,11.831125,11.9853489583333,10.553,13.461
2018-06-26,2018,Jun,2017-2018,1,,2,12.013,11.916,11.7980642361111,10.944,12.304
2018-06-27,2018,Jun,2017-2018,1,,2,11.625,11.24825,11.2751666666667,10.553,11.916
2018-06-28,2018,Jun,2017-2018,1,,2,11.916,11.175375,11.2413003472222,10.455,12.013
2018-06-29,2018,Jun,2017-2018,1,,2,13.365,12.702125,12.528546875,11.625,13.461
