Date,Year,Month,WaterYear,TWtrTriquet_kelpQ_level,TWtrTriquet_kelpQ_flags,TWtrTriquet_kelpUNESCO_Q_level,TWtrTriquet_kelp,TWtrTriquet_kelpMed,TWtrTriquet_kelpAvg,TWtrTriquet_kelpMin,TWtrTriquet_kelpMax
2017-10-30,2017,Oct,2017-2018,1,,2,9.669,9.571,9.61013020833333,9.472,9.768
2017-10-31,2017,Oct,2017-2018,1,,2,9.472,9.669,9.61000173611111,9.373,9.768
2017-11-01,2017,Nov,2017-2018,1,,2,9.768,9.669,9.65504861111111,9.275,9.768
2017-11-02,2017,Nov,2017-2018,1,,2,9.669,9.768,9.69259548611111,9.275,9.965
2017-11-03,2017,Nov,2017-2018,1,,2,8.779,9.1265,9.20371875,8.779,9.768
2017-11-04,2017,Nov,2017-2018,1,,2,8.978,8.481,8.48983506944444,8.282,8.978
2017-11-05,2017,Nov,2017-2018,1,,2,8.382,8.779,8.69102777777777,7.882,9.077
2017-11-06,2017,Nov,2017-2018,1,,2,8.182,8.182,8.16015972222222,7.782,8.382
2017-11-07,2017,Nov,2017-2018,1,,2,8.282,8.481,8.44715277777778,8.082,8.581
2017-11-08,2017,Nov,2017-2018,1,,2,8.282,8.481,8.43139583333333,8.282,8.481
2017-11-09,2017,Nov,2017-2018,1,,2,8.382,8.581,8.50522222222222,8.282,8.779
2017-11-10,2017,Nov,2017-2018,1,,2,8.382,8.481,8.50879166666667,8.282,8.779
2017-11-11,2017,Nov,2017-2018,1,,2,8.282,8.382,8.43938888888889,8.282,8.68
2017-11-12,2017,Nov,2017-2018,1,,2,8.182,8.182,8.1835625,8.082,8.282
2017-11-13,2017,Nov,2017-2018,1,,2,8.182,8.107,8.12995833333333,7.983,8.282
2017-11-14,2017,Nov,2017-2018,1,,2,8.382,8.282,8.27401388888889,8.182,8.382
2017-11-15,2017,Nov,2017-2018,1,,2,8.68,8.481,8.50285763888889,8.282,8.68
2017-11-16,2017,Nov,2017-2018,1,,2,8.382,8.382,8.38157986111111,8.182,8.68
2017-11-17,2017,Nov,2017-2018,1,,2,8.581,8.382,8.38825868055556,8.182,8.581
2017-11-18,2017,Nov,2017-2018,1,,2,8.581,8.581,8.61598611111111,8.481,8.68
2017-11-19,2017,Nov,2017-2018,1,,2,8.879,8.581,8.60376736111111,8.481,8.879
2017-11-20,2017,Nov,2017-2018,1,,2,7.983,8.55575,8.54327083333333,7.983,8.978
2017-11-21,2017,Nov,2017-2018,1,,2,8.382,8.581,8.57032118055555,8.1825,8.779
2017-11-22,2017,Nov,2017-2018,1,,2,8.581,8.481,8.45606423611111,8.382,8.581
2017-11-23,2017,Nov,2017-2018,1,,2,8.581,8.581,8.581,8.581,8.581
2017-11-24,2017,Nov,2017-2018,1,,2,8.779,8.481,8.53264236111111,8.481,8.779
2017-11-25,2017,Nov,2017-2018,1,,2,8.978,8.978,8.97281423611111,8.779,9.077
2017-11-26,2017,Nov,2017-2018,1,,2,8.68,8.978,8.92125347222222,8.68,9.077
2017-11-27,2017,Nov,2017-2018,1,,2,8.779,8.879,8.870390625,8.581,8.978
2017-11-28,2017,Nov,2017-2018,1,,2,8.879,8.779,8.80195833333333,8.68,8.879
2017-11-29,2017,Nov,2017-2018,1,,2,9.077,9.077,9.01202430555555,8.779,9.077
2017-11-30,2017,Nov,2017-2018,1,,2,8.978,8.879,8.89676215277778,8.779,9.077
2017-12-01,2017,Dec,2017-2018,1,,2,8.581,8.879,8.81116840277778,8.581,8.978
2017-12-02,2017,Dec,2017-2018,1,,2,8.082,8.382,8.32499826388889,8.082,8.581
2017-12-03,2017,Dec,2017-2018,1,,2,7.782,7.9325,7.9265625,7.682,8.082
2017-12-04,2017,Dec,2017-2018,1,,2,7.782,7.882,7.89107638888889,7.782,8.082
2017-12-05,2017,Dec,2017-2018,1,,2,7.882,7.983,7.98786111111111,7.782,8.082
2017-12-06,2017,Dec,2017-2018,1,,2,7.782,7.882,7.93166666666667,7.782,8.182
2017-12-07,2017,Dec,2017-2018,1,,2,7.682,7.732,7.71686111111111,7.481,7.983
2017-12-08,2017,Dec,2017-2018,1,,2,7.682,7.757,7.68448611111111,7.381,8.082
2017-12-09,2017,Dec,2017-2018,1,,2,7.782,7.7445,7.73738194444444,7.582,7.882
2017-12-10,2017,Dec,2017-2018,1,,2,7.882,7.882,7.88413194444445,7.782,7.983
2017-12-11,2017,Dec,2017-2018,1,,2,7.782,7.782,7.73009027777778,7.582,7.882
2017-12-12,2017,Dec,2017-2018,1,,2,8.182,7.983,7.97394444444445,7.782,8.282
2017-12-13,2017,Dec,2017-2018,1,,2,7.983,8.082,8.10414409722222,7.882,8.282
2017-12-14,2017,Dec,2017-2018,1,,2,7.882,7.782,7.82386979166667,7.782,7.983
2017-12-15,2017,Dec,2017-2018,1,,2,7.983,7.882,7.84999826388889,7.682,7.983
2017-12-16,2017,Dec,2017-2018,1,,2,8.182,7.9325,7.91055034722222,7.782,8.182
2017-12-17,2017,Dec,2017-2018,1,,2,8.581,8.232,8.26391145833333,8.082,8.581
2017-12-18,2017,Dec,2017-2018,1,,2,8.282,8.282,8.28225520833333,8.082,8.581
2017-12-19,2017,Dec,2017-2018,1,,2,7.582,7.9325,7.952625,7.481,8.581
2017-12-20,2017,Dec,2017-2018,1,,2,7.582,7.582,7.59001388888889,7.28,8.182
2017-12-21,2017,Dec,2017-2018,1,,2,7.882,7.682,7.7155,7.481,7.882
2017-12-22,2017,Dec,2017-2018,1,,2,7.381,7.832,7.74646701388889,7.179,8.182
2017-12-23,2017,Dec,2017-2018,1,,2,7.381,7.179,7.19747916666667,6.877,7.682
2017-12-24,2017,Dec,2017-2018,1,,2,7.079,7.179,7.15532291666667,6.877,7.381
2017-12-25,2017,Dec,2017-2018,1,,2,7.079,7.191625,7.17657638888889,6.978,7.381
2017-12-26,2017,Dec,2017-2018,1,,2,6.978,7.079,7.05800868055555,6.978,7.481
2017-12-27,2017,Dec,2017-2018,1,,2,6.978,6.978,6.97620138888889,6.775,7.381
2017-12-28,2017,Dec,2017-2018,1,,2,7.079,6.877,6.84776909722222,6.573,7.079
2017-12-29,2017,Dec,2017-2018,1,,2,6.674,7.079,7.12960590277778,6.674,7.481
2017-12-30,2017,Dec,2017-2018,1,,2,6.064,6.268,6.27175347222222,6.064,6.775
2017-12-31,2017,Dec,2017-2018,1,,2,6.573,6.573,6.57389409722223,6.064,6.877
2018-01-01,2018,Jan,2017-2018,1,,2,6.877,6.78775,6.793875,6.573,6.877
2018-01-02,2018,Jan,2017-2018,1,,2,6.978,6.978,6.93924826388889,6.877,7.079
2018-01-03,2018,Jan,2017-2018,1,,2,7.28,6.978,7.04671180555556,6.978,7.28
2018-01-04,2018,Jan,2017-2018,1,,2,7.381,7.292625,7.31910243055556,7.179,7.381
2018-01-05,2018,Jan,2017-2018,1,,2,7.381,7.381,7.41294444444444,7.381,7.481
2018-01-06,2018,Jan,2017-2018,1,,2,7.481,7.682,7.61076388888889,7.431,7.682
2018-01-07,2018,Jan,2017-2018,1,,2,7.782,7.782,7.74253993055555,7.481,7.882
2018-01-08,2018,Jan,2017-2018,1,,2,7.882,7.882,7.86515972222222,7.782,7.882
2018-01-09,2018,Jan,2017-2018,1,,2,7.782,7.882,7.870625,7.682,7.983
2018-01-10,2018,Jan,2017-2018,1,,2,7.481,7.682,7.63866145833333,7.481,7.782
2018-01-11,2018,Jan,2017-2018,1,,2,7.079,7.079,7.10874652777778,6.877,7.481
2018-01-12,2018,Jan,2017-2018,1,,2,7.28,7.079,7.10272743055556,6.877,7.28
2018-01-13,2018,Jan,2017-2018,1,,2,7.381,7.381,7.38190104166667,7.179,7.481
2018-01-14,2018,Jan,2017-2018,1,,2,7.582,7.381,7.40975520833333,7.28,7.582
2018-01-15,2018,Jan,2017-2018,1,,2,7.682,7.582,7.58568055555556,7.481,7.682
2018-01-16,2018,Jan,2017-2018,1,,2,7.782,7.682,7.69015972222222,7.682,7.782
2018-01-17,2018,Jan,2017-2018,1,,2,7.882,7.882,7.87808333333334,7.682,7.983
2018-01-18,2018,Jan,2017-2018,1,,2,8.082,7.983,7.99509722222222,7.882,8.182
2018-01-19,2018,Jan,2017-2018,1,,2,8.082,8.082,8.038,7.983,8.082
2018-01-20,2018,Jan,2017-2018,1,,2,7.983,7.983,8.01955381944444,7.882,8.082
2018-01-21,2018,Jan,2017-2018,1,,2,8.082,7.983,7.99973784722222,7.882,8.082
2018-01-22,2018,Jan,2017-2018,1,,2,7.983,8.00775,8.020984375,7.983,8.082
2018-01-23,2018,Jan,2017-2018,1,,2,8.082,8.182,8.169328125,8.0325,8.382
2018-01-24,2018,Jan,2017-2018,1,,2,7.882,7.983,8.00038194444445,7.882,8.082
2018-01-25,2018,Jan,2017-2018,1,,2,7.782,7.882,7.94478472222222,7.782,8.082
2018-01-26,2018,Jan,2017-2018,1,,2,8.082,7.882,7.89611111111111,7.782,8.082
2018-01-27,2018,Jan,2017-2018,1,,2,7.782,7.92,7.79419444444444,7.179,8.082
2018-01-28,2018,Jan,2017-2018,1,,2,7.582,7.582,7.60295138888889,7.481,7.782
2018-01-29,2018,Jan,2017-2018,1,,2,7.682,7.582,7.61515972222222,7.582,7.782
2018-01-30,2018,Jan,2017-2018,1,,2,7.882,7.682,7.71568055555555,7.582,7.882
2018-01-31,2018,Jan,2017-2018,1,,2,7.682,7.782,7.77054166666667,7.682,7.882
2018-02-01,2018,Feb,2017-2018,1,,2,7.582,7.582,7.61411805555555,7.582,7.682
2018-02-02,2018,Feb,2017-2018,1,,2,7.582,7.582,7.582,7.582,7.582
2018-02-03,2018,Feb,2017-2018,1,,2,7.782,7.782,7.74623611111111,7.582,7.882
2018-02-04,2018,Feb,2017-2018,1,,2,7.782,7.782,7.80005555555556,7.782,7.882
2018-02-05,2018,Feb,2017-2018,1,,2,7.882,7.983,7.95132638888889,7.782,7.983
2018-02-06,2018,Feb,2017-2018,1,,2,7.682,7.582,7.63577083333333,7.481,7.882
2018-02-07,2018,Feb,2017-2018,1,,2,7.582,7.582,7.60925694444444,7.582,7.782
2018-02-08,2018,Feb,2017-2018,1,,2,7.682,7.582,7.61238194444444,7.582,7.682
2018-02-09,2018,Feb,2017-2018,1,,2,7.079,7.30525,7.34169270833333,6.877,7.682
2018-02-10,2018,Feb,2017-2018,1,,2,6.877,6.877,6.97518402777778,6.775,7.28
2018-02-11,2018,Feb,2017-2018,1,,2,6.471,6.69925,6.70491319444445,6.471,6.877
2018-02-12,2018,Feb,2017-2018,1,,2,6.775,6.573,6.63283333333333,6.37,6.978
2018-02-13,2018,Feb,2017-2018,1,,2,7.481,6.775,6.84529513888889,6.674,7.481
2018-02-14,2018,Feb,2017-2018,1,,2,6.978,7.079,7.11183159722222,6.978,7.481
2018-02-15,2018,Feb,2017-2018,1,,2,6.978,6.978,7.01584722222222,6.877,7.179
2018-02-16,2018,Feb,2017-2018,1,,2,7.381,7.179,7.18464756944445,6.775,7.682
2018-02-17,2018,Feb,2017-2018,1,,2,6.877,6.95275,6.9568125,6.166,7.481
2018-02-18,2018,Feb,2017-2018,1,,2,5.757,6.7245,6.64723611111111,5.347,7.481
2018-02-19,2018,Feb,2017-2018,1,,2,6.978,7.079,6.97190104166667,5.8085,7.179
2018-02-20,2018,Feb,2017-2018,1,,2,6.775,6.61075,6.60240104166667,6.268,6.9275
2018-02-21,2018,Feb,2017-2018,1,,2,6.268,6.573,6.57851215277778,6.268,6.775
2018-02-22,2018,Feb,2017-2018,1,,2,6.674,6.81325,6.78732986111111,6.268,6.978
2018-02-23,2018,Feb,2017-2018,1,,2,6.573,6.775,6.75280034722222,6.573,6.877
2018-02-24,2018,Feb,2017-2018,1,,2,6.775,6.877,6.83212152777778,6.573,6.978
2018-02-25,2018,Feb,2017-2018,1,,2,6.978,6.737125,6.77990451388889,6.573,6.978
2018-02-26,2018,Feb,2017-2018,1,,2,6.877,6.877,6.85309201388889,6.674,6.978
2018-02-27,2018,Feb,2017-2018,1,,2,6.978,6.889625,6.90188715277778,6.775,6.978
2018-02-28,2018,Feb,2017-2018,1,,2,6.978,6.978,7.0095625,6.978,7.079
2018-03-01,2018,Mar,2017-2018,1,,2,6.978,6.978,7.004625,6.775,7.179
2018-03-02,2018,Mar,2017-2018,1,,2,6.674,6.775,6.77372222222222,6.37,6.978
2018-03-03,2018,Mar,2017-2018,1,,2,6.978,6.978,6.94213194444445,6.573,7.179
2018-03-04,2018,Mar,2017-2018,1,,2,6.674,6.838625,6.80048611111111,6.471,6.978
2018-03-05,2018,Mar,2017-2018,1,,2,6.775,6.762375,6.73158159722222,6.573,6.877
2018-03-06,2018,Mar,2017-2018,1,,2,6.877,6.877,6.83790625,6.674,6.978
2018-03-07,2018,Mar,2017-2018,1,,2,6.978,6.914875,6.93758854166667,6.775,7.179
2018-03-08,2018,Mar,2017-2018,1,,2,6.978,6.978,6.99904166666667,6.978,7.079
2018-03-09,2018,Mar,2017-2018,1,,2,6.978,6.978,6.99974305555556,6.978,7.079
2018-03-10,2018,Mar,2017-2018,1,,2,7.079,7.00325,7.01703298611111,6.877,7.179
2018-03-11,2018,Mar,2017-2018,1,,2,7.079,7.079,7.05023611111111,6.978,7.179
2018-03-12,2018,Mar,2017-2018,1,,2,7.28,7.179,7.15386631944445,6.978,7.28
2018-03-13,2018,Mar,2017-2018,1,,2,7.179,7.179,7.19600868055555,7.179,7.28
2018-03-14,2018,Mar,2017-2018,1,,2,7.179,7.179,7.18475694444445,7.079,7.28
2018-03-15,2018,Mar,2017-2018,1,,2,7.28,7.28,7.30553993055556,7.179,7.582
2018-03-16,2018,Mar,2017-2018,1,,2,7.381,7.28,7.32242881944444,7.079,7.582
2018-03-17,2018,Mar,2017-2018,1,,2,7.381,7.381,7.39259722222222,7.28,7.481
2018-03-18,2018,Mar,2017-2018,1,,2,7.381,7.381,7.39890972222222,7.28,7.682
2018-03-19,2018,Mar,2017-2018,1,,2,7.381,7.381,7.34309027777778,7.28,7.481
2018-03-20,2018,Mar,2017-2018,1,,2,7.481,7.381,7.42596527777778,7.381,7.481
2018-03-21,2018,Mar,2017-2018,1,,2,7.481,7.481,7.50064583333333,7.381,7.582
2018-03-22,2018,Mar,2017-2018,1,,2,7.381,7.381,7.42630555555555,7.28,7.582
2018-03-23,2018,Mar,2017-2018,1,,2,7.481,7.381,7.34836111111111,7.179,7.481
2018-03-24,2018,Mar,2017-2018,1,,2,7.682,7.582,7.54302604166666,7.381,7.682
2018-03-25,2018,Mar,2017-2018,1,,2,7.381,7.481,7.45311284722222,7.381,7.682
2018-03-26,2018,Mar,2017-2018,1,,2,7.782,7.481,7.52935243055555,7.381,7.782
2018-03-27,2018,Mar,2017-2018,1,,2,7.882,7.782,7.77349305555555,7.682,7.882
2018-03-28,2018,Mar,2017-2018,1,,2,7.882,7.882,7.91136111111111,7.882,8.082
2018-03-29,2018,Mar,2017-2018,1,,2,7.882,7.882,7.85910416666667,7.782,7.983
2018-03-30,2018,Mar,2017-2018,1,,2,7.983,7.983,7.91824826388889,7.682,8.182
2018-03-31,2018,Mar,2017-2018,1,,2,7.983,7.983,7.96520138888889,7.782,8.082
2018-04-01,2018,Apr,2017-2018,1,,2,7.882,7.882,7.83313368055556,7.582,7.983
2018-04-02,2018,Apr,2017-2018,1,,2,7.882,7.882,7.89883333333334,7.882,7.983
2018-04-03,2018,Apr,2017-2018,1,,2,7.882,7.882,7.86407638888889,7.682,7.983
2018-04-04,2018,Apr,2017-2018,1,,2,7.983,7.983,7.996734375,7.882,8.182
2018-04-05,2018,Apr,2017-2018,1,,2,7.983,7.983,8.01875,7.983,8.082
2018-04-06,2018,Apr,2017-2018,1,,2,7.983,7.882,7.90023611111111,7.882,7.983
2018-04-07,2018,Apr,2017-2018,1,,2,7.882,7.919875,7.92430729166667,7.782,7.983
2018-04-08,2018,Apr,2017-2018,1,,2,7.983,7.882,7.86319965277778,7.682,8.182
2018-04-09,2018,Apr,2017-2018,1,,2,8.082,7.983,8.01775173611111,7.882,8.082
2018-04-10,2018,Apr,2017-2018,1,,2,8.182,8.182,8.18460416666667,8.082,8.282
2018-04-11,2018,Apr,2017-2018,1,,2,8.182,8.182,8.14658333333333,8.082,8.182
2018-04-12,2018,Apr,2017-2018,1,,2,8.282,8.232,8.26930555555555,8.182,8.481
2018-04-13,2018,Apr,2017-2018,1,,2,8.282,8.282,8.26672222222222,8.182,8.382
2018-04-14,2018,Apr,2017-2018,1,,2,8.282,8.282,8.26533333333333,8.182,8.282
2018-04-15,2018,Apr,2017-2018,1,,2,8.382,8.232,8.35061805555556,7.882,8.978
2018-04-16,2018,Apr,2017-2018,1,,2,8.481,8.382,8.52859895833334,8.282,9.176
2018-04-17,2018,Apr,2017-2018,1,,2,8.282,8.382,8.37941493055556,8.282,8.481
2018-04-18,2018,Apr,2017-2018,1,,2,8.481,8.382,8.39312673611112,8.182,8.581
2018-04-19,2018,Apr,2017-2018,1,,2,8.481,8.481,8.48031249999999,8.382,8.481
2018-04-20,2018,Apr,2017-2018,1,,2,8.481,8.581,8.56016666666666,8.481,8.581
2018-04-21,2018,Apr,2017-2018,1,,2,8.581,8.581,8.52815972222222,8.382,8.68
2018-04-22,2018,Apr,2017-2018,1,,2,9.077,8.829,8.82196527777778,8.581,9.176
2018-04-23,2018,Apr,2017-2018,1,,2,8.879,8.965625,8.95961458333333,8.779,9.275
2018-04-24,2018,Apr,2017-2018,1,,2,9.373,9.039875,9.14728125,8.879,9.768
2018-04-25,2018,Apr,2017-2018,1,,2,9.866,9.4225,9.39844270833333,9.077,9.866
2018-04-26,2018,Apr,2017-2018,1,,2,9.866,9.571,9.58220833333333,9.275,9.965
2018-04-27,2018,Apr,2017-2018,1,,2,9.275,9.768,9.75916493055555,9.275,10.259
2018-04-28,2018,Apr,2017-2018,1,,2,9.275,9.65675,9.68404166666667,9.176,10.259
2018-04-29,2018,Apr,2017-2018,1,,2,8.978,9.275,9.37180034722222,8.978,9.768
2018-04-30,2018,Apr,2017-2018,1,,2,9.472,9.373,9.33465625,8.978,9.571
2018-05-01,2018,May,2017-2018,1,,2,9.077,9.3485,9.337609375,9.077,9.669
2018-05-02,2018,May,2017-2018,1,,2,9.571,9.33625,9.38805208333333,9.077,10.063
2018-05-03,2018,May,2017-2018,1,,2,9.373,9.275,9.26317708333334,9.077,9.5215
2018-05-04,2018,May,2017-2018,1,,2,9.373,9.275,9.27940277777778,9.077,9.472
2018-05-05,2018,May,2017-2018,1,,2,9.768,9.7185,9.86332118055555,9.373,10.651
2018-05-06,2018,May,2017-2018,1,,2,10.455,10.17325,10.0862170138889,9.472,10.553
2018-05-07,2018,May,2017-2018,1,,2,10.651,10.504,10.5277708333333,10.161,10.944
2018-05-08,2018,May,2017-2018,1,,2,10.455,10.651,10.6088680555556,10.455,10.846
2018-05-09,2018,May,2017-2018,1,,2,10.455,10.602,10.5868680555556,10.357,10.846
2018-05-10,2018,May,2017-2018,1,,2,10.455,10.553,10.5509236111111,10.357,10.748
2018-05-11,2018,May,2017-2018,1,,2,10.651,10.553,10.6955277777778,10.357,11.334
2018-05-12,2018,May,2017-2018,1,,2,10.553,10.748,10.83521875,10.553,11.431
2018-05-13,2018,May,2017-2018,1,,2,10.846,10.9435,10.8982065972222,10.455,11.431
2018-05-14,2018,May,2017-2018,1,,2,11.431,11.443125,11.414671875,10.846,11.916
2018-05-15,2018,May,2017-2018,1,,2,10.944,11.041,11.0913246527778,10.553,11.528
2018-05-16,2018,May,2017-2018,1,,2,10.651,11.139,11.1161197916667,10.357,11.528
2018-05-17,2018,May,2017-2018,1,,2,10.357,10.846,10.9073090277778,10.161,11.431
2018-05-18,2018,May,2017-2018,1,,2,10.651,10.85825,10.8399201388889,10.357,11.528
2018-05-19,2018,May,2017-2018,1,,2,10.748,10.61425,10.6443524305556,10.357,10.944
2018-05-20,2018,May,2017-2018,1,,2,11.041,10.357,10.4427482638889,10.063,11.041
2018-05-21,2018,May,2017-2018,1,,2,11.139,10.687375,10.8533993055556,9.965,12.207
2018-05-22,2018,May,2017-2018,1,,2,11.722,11.139,11.2580295138889,10.944,11.722
2018-05-23,2018,May,2017-2018,1,,2,12.304,11.722,11.7875381944444,11.041,12.401
2018-05-24,2018,May,2017-2018,1,,2,12.207,12.207,12.1255295138889,11.625,12.594
2018-05-25,2018,May,2017-2018,1,,2,12.304,12.207,12.1616996527778,11.625,12.401
2018-05-26,2018,May,2017-2018,1,,2,11.041,11.916,11.8600746527778,10.944,12.304
2018-05-27,2018,May,2017-2018,1,,2,11.334,11.1875,11.1999149305556,10.944,11.431
2018-05-28,2018,May,2017-2018,1,,2,12.304,11.431,11.6373715277778,11.236,12.497
2018-05-29,2018,May,2017-2018,1,,2,11.819,12.207,12.1753697916667,11.819,12.594
2018-05-30,2018,May,2017-2018,1,,2,11.916,11.8675,12.0064635416667,11.528,12.787
2018-05-31,2018,May,2017-2018,1,,2,12.11,12.1585,12.1028993055556,11.431,12.497
2018-06-01,2018,Jun,2017-2018,1,,2,11.625,11.916,11.8481336805556,11.625,12.0615
2018-06-02,2018,Jun,2017-2018,1,,2,11.916,11.916,11.9067239583333,11.528,12.497
2018-06-03,2018,Jun,2017-2018,1,,2,12.401,12.073625,12.0308524305556,11.431,12.594
2018-06-04,2018,Jun,2017-2018,1,,2,12.013,12.207,12.122125,11.625,12.3525
2018-06-05,2018,Jun,2017-2018,1,,2,11.722,11.722,11.7366510416667,11.334,12.207
2018-06-06,2018,Jun,2017-2018,1,,2,11.334,11.334,11.4005555555556,11.236,11.722
2018-06-07,2018,Jun,2017-2018,1,,2,11.528,11.431,11.4576076388889,11.334,11.625
2018-06-08,2018,Jun,2017-2018,1,,2,11.431,11.334,11.3546753472222,11.139,11.625
2018-06-09,2018,Jun,2017-2018,1,,2,11.916,11.588625,11.7790815972222,11.431,12.497
2018-06-10,2018,Jun,2017-2018,1,,2,11.625,12.11,12.1586510416667,11.528,12.98
2018-06-11,2018,Jun,2017-2018,1,,2,11.916,12.219125,12.2579670138889,11.625,12.883
2018-06-12,2018,Jun,2017-2018,1,,2,12.11,12.304,12.32134375,11.819,12.69
2018-06-13,2018,Jun,2017-2018,1,,2,12.11,12.207,12.2764791666667,11.819,12.98
2018-06-14,2018,Jun,2017-2018,1,,2,12.594,12.823,12.7775763888889,11.916,13.846
2018-06-15,2018,Jun,2017-2018,1,,2,12.401,12.666125,12.6552725694444,11.722,13.365
2018-06-16,2018,Jun,2017-2018,1,,2,12.594,12.194875,12.2490052083333,11.334,12.98
2018-06-17,2018,Jun,2017-2018,1,,2,12.594,12.98,12.9466111111111,12.013,13.846
2018-06-18,2018,Jun,2017-2018,1,,2,13.461,12.8955,12.8500920138889,11.916,13.846
2018-06-19,2018,Jun,2017-2018,1,,2,13.076,13.076,12.9483003472222,12.013,13.558
2018-06-20,2018,Jun,2017-2018,1,,2,12.98,12.7865,12.8069930555556,12.497,13.269
2018-06-21,2018,Jun,2017-2018,1,,2,13.173,12.98,12.9820190972222,12.69,13.173
2018-06-22,2018,Jun,2017-2018,1,,2,13.75,13.485375,13.548296875,12.497,14.325
2018-06-23,2018,Jun,2017-2018,1,,2,12.883,13.606,13.6096371527778,12.787,14.23
2018-06-24,2018,Jun,2017-2018,1,,2,12.98,13.449,13.3725815972222,12.497,14.038
2018-06-25,2018,Jun,2017-2018,1,,2,13.75,13.269,13.3195520833333,12.98,13.846
2018-06-26,2018,Jun,2017-2018,1,,2,13.75,13.75,13.6878611111111,13.461,13.846
2018-06-27,2018,Jun,2017-2018,1,,2,12.594,13.75,13.6561111111111,12.594,14.325
2018-06-28,2018,Jun,2017-2018,1,,2,13.365,13.377,13.3890920138889,12.594,13.846
2018-06-29,2018,Jun,2017-2018,1,,2,13.846,13.558,13.5775399305556,13.365,13.846
2018-06-30,2018,Jun,2017-2018,1,,2,13.942,13.846,13.7061805555556,13.076,14.038
2018-07-01,2018,Jul,2017-2018,1,,2,14.134,13.942,13.8300694444444,12.787,14.23
2018-07-02,2018,Jul,2017-2018,1,,2,13.269,13.5695,13.689640625,13.076,14.23
2018-07-03,2018,Jul,2017-2018,1,,2,13.654,13.558,13.6484565972222,12.883,14.9
2018-07-04,2018,Jul,2017-2018,1,,2,13.846,13.57,13.7577361111111,13.076,14.709
2018-07-05,2018,Jul,2017-2018,1,,2,14.325,13.954,13.9568211805556,13.076,14.709
2018-07-06,2018,Jul,2017-2018,1,,2,14.9,14.182,14.1917170138889,13.558,15.187
2018-07-07,2018,Jul,2017-2018,1,,2,14.325,14.613,14.5513385416667,14.134,14.9
2018-07-08,2018,Jul,2017-2018,1,,2,13.654,14.182,14.1533663194444,13.461,14.709
2018-07-09,2018,Jul,2017-2018,1,,2,12.594,13.894,13.8329097222222,12.497,14.709
2018-07-10,2018,Jul,2017-2018,1,,2,13.076,13.545625,13.6436840277778,12.207,15.091
2018-07-11,2018,Jul,2017-2018,1,,2,13.75,14.11,14.1736979166667,12.883,15.569
2018-07-12,2018,Jul,2017-2018,1,,2,12.401,14.038,13.9699600694444,12.401,15.282
2018-07-13,2018,Jul,2017-2018,1,,2,11.625,12.9555,12.9611388888889,11.625,14.23
2018-07-14,2018,Jul,2017-2018,1,,2,13.846,13.245,12.9897135416667,11.139,14.709
2018-07-15,2018,Jul,2017-2018,1,,2,13.558,12.654,12.7451597222222,11.139,14.325
2018-07-16,2018,Jul,2017-2018,1,,2,13.461,12.991875,12.6784670138889,11.528,13.654
2018-07-17,2018,Jul,2017-2018,1,,2,14.23,13.0885,12.9857621527778,11.722,14.23
2018-07-18,2018,Jul,2017-2018,1,,2,12.304,13.04025,13.2851979166667,11.819,14.613
2018-07-19,2018,Jul,2017-2018,1,,2,12.013,12.53325,12.4904704861111,11.722,13.365
2018-07-20,2018,Jul,2017-2018,1,,2,11.528,12.267625,12.1547100694444,11.334,12.883
2018-07-21,2018,Jul,2017-2018,1,,2,11.625,12.08575,12.0690329861111,11.139,13.076
2018-07-22,2018,Jul,2017-2018,1,,2,12.69,12.63,12.6767829861111,11.625,13.558
2018-07-23,2018,Jul,2017-2018,1,,2,12.401,12.497,12.7346961805556,11.528,14.038
2018-07-24,2018,Jul,2017-2018,1,,2,11.819,12.581625,12.7652534722222,11.819,13.75
2018-07-25,2018,Jul,2017-2018,1,,2,12.787,12.485,12.4878958333333,11.625,13.558
2018-07-26,2018,Jul,2017-2018,1,,2,13.654,12.605625,12.5459184027778,11.334,13.75
2018-07-27,2018,Jul,2017-2018,1,,2,12.594,13.1245,13.0205972222222,11.722,13.75
2018-07-28,2018,Jul,2017-2018,1,,2,12.013,12.424875,12.575890625,11.722,13.558
2018-07-29,2018,Jul,2017-2018,1,,2,12.013,12.207,12.2316458333333,11.041,13.173
2018-07-30,2018,Jul,2017-2018,1,,2,11.916,11.976625,11.9710642361111,11.236,12.98
2018-07-31,2018,Jul,2017-2018,1,,2,11.916,12.401,12.5406388888889,11.916,13.654
2018-08-01,2018,Aug,2017-2018,1,,2,12.883,12.72625,12.6425295138889,11.722,13.654
2018-08-02,2018,Aug,2017-2018,1,,2,13.269,13.173,13.2043784722222,12.497,14.038
2018-08-03,2018,Aug,2017-2018,1,,2,14.23,13.606,13.4885815972222,12.207,14.23
2018-08-04,2018,Aug,2017-2018,1,,2,14.23,13.569625,13.5999097222222,12.594,14.996
2018-08-05,2018,Aug,2017-2018,1,,2,14.421,14.134,14.1639461805556,13.076,15.569
2018-08-06,2018,Aug,2017-2018,1,,2,14.038,14.517,14.4888454861111,13.846,15.378
2018-08-07,2018,Aug,2017-2018,1,,2,14.23,14.672875,14.7406111111111,13.846,15.569
2018-08-08,2018,Aug,2017-2018,1,,2,14.804,14.709,14.6416284722222,13.75,15.473
