Date,Year,Month,WaterYear,TWtrChoked_sandspit_sgrassQ_level,TWtrChoked_sandspit_sgrassQ_flags,TWtrChoked_sandspit_sgrassUNESCO_Q_level,TWtrChoked_sandspit_sgrass,TWtrChoked_sandspit_sgrassMed,TWtrChoked_sandspit_sgrassAvg,TWtrChoked_sandspit_sgrassMin,TWtrChoked_sandspit_sgrassMax
2017-07-09,2017,Jul,2016-2017,1,,2,12.69,11.734125,11.7041423611111,9.768,13.269
2017-07-10,2017,Jul,2016-2017,1,,2,11.236,11.223875,11.3166215277778,9.472,12.69
2017-07-11,2017,Jul,2016-2017,1,,2,12.11,11.12675,11.0958020833333,9.669,12.11
2017-07-12,2017,Jul,2016-2017,1,,2,12.304,11.661375,11.5985381944444,10.161,12.883
2017-07-13,2017,Jul,2016-2017,1,,2,13.076,12.013,11.9781111111111,10.455,13.173
2017-07-14,2017,Jul,2016-2017,1,,2,12.883,12.7625,12.6933767361111,11.236,13.846
2017-07-15,2017,Jul,2016-2017,1,,2,12.69,12.400875,12.3034114583333,11.139,13.076
2017-07-16,2017,Jul,2016-2017,1,,2,12.69,13.54575,13.5768402777778,11.236,14.517
2017-07-17,2017,Jul,2016-2017,1,,2,11.916,13.401,13.2377743055556,11.528,14.421
2017-07-18,2017,Jul,2016-2017,1,,2,11.236,12.24325,12.119875,10.651,13.173
2017-07-19,2017,Jul,2016-2017,1,,2,10.651,11.685625,11.753515625,10.553,13.173
2017-07-20,2017,Jul,2016-2017,1,,2,11.236,11.879625,11.8949913194444,10.063,13.365
2017-07-21,2017,Jul,2016-2017,1,,2,12.69,12.1585,12.4886770833333,10.944,14.804
2017-07-22,2017,Jul,2016-2017,1,,2,13.558,13.52175,13.3288819444444,11.431,14.23
2017-07-23,2017,Jul,2016-2017,1,,2,13.461,13.269,13.1649739583333,11.041,13.846
2017-07-24,2017,Jul,2016-2017,1,,2,12.207,12.304,12.2737534722222,10.553,13.461
2017-07-25,2017,Jul,2016-2017,1,,2,11.722,12.049375,12.0036822916667,11.139,12.69
2017-07-26,2017,Jul,2016-2017,1,,2,12.497,12.11,12.0524461805556,10.748,12.69
2017-07-27,2017,Jul,2016-2017,1,,2,12.883,12.557625,12.5063506944444,10.944,13.461
2017-07-28,2017,Jul,2016-2017,1,,2,12.787,12.437,12.4754375,11.528,13.461
2017-07-29,2017,Jul,2016-2017,1,,2,13.846,13.533625,13.460515625,12.11,14.804
2017-07-30,2017,Jul,2016-2017,1,,2,14.325,14.361125,14.4162725694444,13.654,15.187
2017-07-31,2017,Jul,2016-2017,1,,2,12.98,14.517,14.3050225694444,12.401,15.378
2017-08-01,2017,Aug,2016-2017,1,,2,10.944,13.257125,13.0913472222222,10.944,14.134
2017-08-02,2017,Aug,2016-2017,1,,2,10.748,11.916,11.9900555555556,10.651,13.942
2017-08-03,2017,Aug,2016-2017,1,,2,10.455,11.564375,11.600390625,10.357,12.98
2017-08-04,2017,Aug,2016-2017,1,,2,10.161,11.00475,11.0820520833333,10.161,12.401
2017-08-05,2017,Aug,2016-2017,1,,2,11.139,11.661375,11.6996145833333,9.768,14.038
2017-08-06,2017,Aug,2016-2017,1,,2,11.528,12.231125,12.3438315972222,10.259,13.942
2017-08-07,2017,Aug,2016-2017,1,,2,10.651,11.2605,11.0773628472222,9.669,12.207
2017-08-08,2017,Aug,2016-2017,1,,2,11.139,10.83375,10.8928333333333,9.768,11.722
2017-08-09,2017,Aug,2016-2017,1,,2,13.461,11.1875,11.41234375,9.866,13.558
2017-08-10,2017,Aug,2016-2017,1,,2,12.69,11.515875,11.5474427083333,10.259,13.124
2017-08-11,2017,Aug,2016-2017,1,,2,11.528,10.968,11.0937881944444,10.357,12.787
2017-08-12,2017,Aug,2016-2017,1,,2,12.98,11.418875,11.4146875,10.259,12.98
2017-08-13,2017,Aug,2016-2017,1,,2,12.304,12.304,12.3099930555556,10.846,13.076
2017-08-14,2017,Aug,2016-2017,1,,2,11.916,11.976625,11.9089652777778,10.748,12.98
2017-08-15,2017,Aug,2016-2017,1,,2,10.846,12.0615,12.0137881944444,10.651,13.076
2017-08-16,2017,Aug,2016-2017,1,,2,11.334,12.207,12.3165138888889,10.9435,13.654
2017-08-17,2017,Aug,2016-2017,1,,2,12.013,12.76275,12.6364461805556,10.748,13.461
2017-08-18,2017,Aug,2016-2017,1,,2,11.916,13.425,13.2550086805556,11.528,13.942
2017-08-19,2017,Aug,2016-2017,1,,2,12.497,12.497125,12.3653802083333,10.357,13.269
2017-08-20,2017,Aug,2016-2017,1,,2,13.461,12.437,12.5449791666667,10.651,13.846
2017-08-21,2017,Aug,2016-2017,1,,2,13.365,13.028,12.9535625,12.207,13.461
2017-08-22,2017,Aug,2016-2017,1,,2,13.076,12.5335,12.5227864583333,11.722,13.461
2017-08-23,2017,Aug,2016-2017,1,,2,13.076,12.316125,12.4423958333333,11.916,13.269
2017-08-24,2017,Aug,2016-2017,1,,2,13.846,12.71425,12.8543854166667,11.916,14.134
2017-08-25,2017,Aug,2016-2017,1,,2,13.75,13.317,13.37575,12.497,14.134
2017-08-26,2017,Aug,2016-2017,1,,2,14.134,13.786,13.6651666666667,12.69,14.421
2017-08-27,2017,Aug,2016-2017,1,,2,14.325,14.182,14.0644392361111,13.076,14.709
2017-08-28,2017,Aug,2016-2017,1,,2,13.173,13.606,13.6027847222222,12.401,14.421
2017-08-29,2017,Aug,2016-2017,1,,2,12.883,13.1845,13.1451076388889,12.304,14.134
2017-08-30,2017,Aug,2016-2017,1,,2,13.076,13.906,13.5537482638889,12.304,14.325
2017-08-31,2017,Aug,2016-2017,1,,2,12.787,13.726,13.6322795138889,12.787,14.421
2017-09-01,2017,Sep,2016-2017,1,,2,13.076,14.073875,13.8610329861111,12.69,14.613
2017-09-02,2017,Sep,2016-2017,1,,2,12.69,14.002,13.9151701388889,12.304,14.709
2017-09-03,2017,Sep,2016-2017,1,,2,12.207,13.774,13.6212413194444,12.207,14.421
2017-09-04,2017,Sep,2016-2017,1,,2,12.787,13.25675,13.2479027777778,12.013,14.421
2017-09-05,2017,Sep,2016-2017,1,,2,13.365,12.979625,12.82340625,11.625,14.038
2017-09-06,2017,Sep,2016-2017,1,,2,13.269,12.83475,12.9034930555556,12.013,14.421
2017-09-07,2017,Sep,2016-2017,1,,2,12.98,13.1125,13.0912795138889,11.236,14.709
2017-09-08,2017,Sep,2016-2017,1,,2,12.401,12.122125,12.2225746527778,10.846,13.076
2017-09-09,2017,Sep,2016-2017,1,,2,13.942,12.82275,12.6675190972222,11.139,13.942
2017-09-10,2017,Sep,2016-2017,1,,2,13.75,13.425,13.4472222222222,12.401,14.325
2017-09-11,2017,Sep,2016-2017,1,,2,14.038,13.846,13.7245486111111,13.173,14.134
2017-09-12,2017,Sep,2016-2017,1,,2,12.883,13.702,13.7035954861111,12.787,14.23
2017-09-13,2017,Sep,2016-2017,1,,2,12.594,12.992,12.9600086805556,11.916,13.461
2017-09-14,2017,Sep,2016-2017,1,,2,12.013,12.27975,12.2811892361111,11.819,12.594
2017-09-15,2017,Sep,2016-2017,1,,2,12.013,12.473,12.4352986111111,11.916,12.883
2017-09-16,2017,Sep,2016-2017,1,,2,11.722,12.304,12.242234375,11.625,12.69
2017-09-17,2017,Sep,2016-2017,1,,2,11.819,12.401,12.3887690972222,11.236,13.269
2017-09-18,2017,Sep,2016-2017,1,,2,12.69,12.5455,12.5234739583333,11.625,13.173
2017-09-19,2017,Sep,2016-2017,1,,2,12.11,12.11,12.0793472222222,11.528,12.4485
2017-09-20,2017,Sep,2016-2017,1,,2,11.722,11.758375,11.8041805555556,11.334,12.207
2017-09-21,2017,Sep,2016-2017,1,,2,11.431,11.334,11.3225260416667,10.748,11.722
2017-09-22,2017,Sep,2016-2017,1,,2,12.013,11.40675,11.4159826388889,10.748,12.11
2017-09-23,2017,Sep,2016-2017,1,,2,12.207,11.564375,11.6418576388889,10.846,12.207
2017-09-24,2017,Sep,2016-2017,1,,2,12.207,11.7705,11.7035,10.748,12.207
2017-09-25,2017,Sep,2016-2017,1,,2,12.207,12.073625,11.9152916666667,11.041,12.304
2017-09-26,2017,Sep,2016-2017,1,,2,12.304,11.928125,11.926609375,11.334,12.401
2017-09-27,2017,Sep,2016-2017,1,,2,11.916,11.685625,11.8000138888889,11.139,12.594
2017-09-28,2017,Sep,2016-2017,1,,2,11.431,11.98875,11.897203125,11.139,12.401
2017-09-29,2017,Sep,2016-2017,1,,2,11.139,12.11,11.9891597222222,11.139,12.594
2017-09-30,2017,Sep,2016-2017,1,,2,11.431,12.304,12.1393541666667,11.1875,12.69
2017-10-01,2017,Oct,2017-2018,1,,2,10.846,11.64925,11.6310017361111,10.748,12.207
2017-10-02,2017,Oct,2017-2018,1,,2,10.455,10.7725,10.7665052083333,10.259,11.431
2017-10-03,2017,Oct,2017-2018,1,,2,10.651,10.748,10.8020694444444,10.259,11.334
2017-10-04,2017,Oct,2017-2018,1,,2,10.748,10.748125,10.7535399305556,10.259,11.041
2017-10-05,2017,Oct,2017-2018,1,,2,10.944,10.651,10.6943055555556,9.965,11.139
2017-10-06,2017,Oct,2017-2018,1,,2,11.139,11.041,10.9926822916667,10.455,11.334
2017-10-07,2017,Oct,2017-2018,1,,2,11.139,11.08975,11.0992638888889,10.553,11.722
2017-10-08,2017,Oct,2017-2018,1,,2,10.651,10.553,10.5908819444444,10.063,11.334
2017-10-09,2017,Oct,2017-2018,1,,2,10.748,10.6995,10.6625746527778,10.259,10.944
2017-10-10,2017,Oct,2017-2018,1,,2,10.259,10.553,10.5414045138889,10.161,10.846
2017-10-11,2017,Oct,2017-2018,1,,2,9.965,10.07525,10.1118298611111,9.965,10.259
2017-10-12,2017,Oct,2017-2018,1,,2,10.063,10.063,10.0777673611111,9.866,10.455
2017-10-13,2017,Oct,2017-2018,1,,2,10.063,10.161,10.1684861111111,10.063,10.357
2017-10-14,2017,Oct,2017-2018,1,,2,10.455,10.259,10.2821388888889,9.965,10.553
2017-10-15,2017,Oct,2017-2018,1,,2,10.455,10.553,10.5108055555556,10.357,10.553
2017-10-16,2017,Oct,2017-2018,1,,2,10.063,10.24675,10.2413055555556,10.063,10.455
2017-10-17,2017,Oct,2017-2018,1,,2,9.768,10.00175,9.98844965277777,9.768,10.161
2017-10-18,2017,Oct,2017-2018,1,,2,9.768,9.768,9.76042361111111,9.669,9.866
2017-10-19,2017,Oct,2017-2018,1,,2,9.472,9.669,9.62527083333334,9.472,9.768
2017-10-20,2017,Oct,2017-2018,1,,2,9.373,9.472,9.489359375,9.373,9.571
2017-10-21,2017,Oct,2017-2018,1,,2,9.373,9.373,9.41425,9.373,9.472
2017-10-22,2017,Oct,2017-2018,1,,2,9.472,9.373,9.405828125,9.373,9.571
2017-10-23,2017,Oct,2017-2018,1,,2,9.571,9.472,9.49513368055555,9.373,9.768
2017-10-24,2017,Oct,2017-2018,1,,2,9.669,9.571,9.60483680555556,9.472,9.768
2017-10-25,2017,Oct,2017-2018,1,,2,9.669,9.669,9.69925,9.669,9.768
2017-10-26,2017,Oct,2017-2018,1,,2,9.669,9.669,9.68902083333334,9.571,9.768
2017-10-27,2017,Oct,2017-2018,1,,2,9.571,9.706125,9.70974652777778,9.571,9.768
2017-10-28,2017,Oct,2017-2018,1,,2,9.768,9.768,9.75116493055556,9.571,9.768
2017-10-29,2017,Oct,2017-2018,1,,2,9.768,9.768,9.70834722222222,9.472,9.768
2017-10-30,2017,Oct,2017-2018,1,,2,9.669,9.669,9.62559548611111,9.472,9.768
2017-10-31,2017,Oct,2017-2018,1,,2,9.768,9.669,9.62804340277778,9.275,9.768
2017-11-01,2017,Nov,2017-2018,1,,2,9.472,9.669,9.64990277777778,9.275,9.768
2017-11-02,2017,Nov,2017-2018,1,,2,8.879,9.00275,9.02953645833333,8.581,9.571
2017-11-03,2017,Nov,2017-2018,1,,2,8.978,8.879,8.85852256944445,8.282,9.176
2017-11-04,2017,Nov,2017-2018,1,,2,8.779,8.779,8.75815104166666,8.581,8.978
2017-11-05,2017,Nov,2017-2018,1,,2,8.879,8.68,8.66670138888889,8.382,8.978
2017-11-06,2017,Nov,2017-2018,1,,2,8.481,8.65525,8.64820486111111,8.481,9.077
2017-11-07,2017,Nov,2017-2018,1,,2,8.581,8.481,8.51695833333333,8.382,8.581
2017-11-08,2017,Nov,2017-2018,1,,2,8.581,8.581,8.61675,8.581,8.779
2017-11-09,2017,Nov,2017-2018,1,,2,8.481,8.581,8.60567361111111,8.382,8.978
2017-11-10,2017,Nov,2017-2018,1,,2,8.481,8.481,8.50259722222222,8.382,8.68
2017-11-11,2017,Nov,2017-2018,1,,2,8.481,8.481,8.46801388888889,8.382,8.581
2017-11-12,2017,Nov,2017-2018,1,,2,8.481,8.481,8.45488888888889,8.382,8.581
2017-11-13,2017,Nov,2017-2018,1,,2,8.68,8.581,8.55837673611111,8.382,8.68
2017-11-14,2017,Nov,2017-2018,1,,2,8.581,8.581,8.60172743055556,8.481,8.68
2017-11-15,2017,Nov,2017-2018,1,,2,8.581,8.581,8.59526388888889,8.481,8.779
2017-11-16,2017,Nov,2017-2018,1,,2,8.779,8.581,8.62732291666667,8.481,8.779
2017-11-17,2017,Nov,2017-2018,1,,2,8.68,8.618125,8.608421875,8.382,8.779
2017-11-18,2017,Nov,2017-2018,1,,2,8.779,8.581,8.633078125,8.581,8.779
2017-11-19,2017,Nov,2017-2018,1,,2,8.68,8.68,8.706984375,8.68,8.779
2017-11-20,2017,Nov,2017-2018,1,,2,8.779,8.68,8.68605729166667,8.581,8.879
2017-11-21,2017,Nov,2017-2018,1,,2,8.779,8.68,8.69515277777778,8.581,8.879
2017-11-22,2017,Nov,2017-2018,1,,2,8.879,8.879,8.85514583333333,8.779,8.978
2017-11-23,2017,Nov,2017-2018,1,,2,8.779,8.879,8.86667361111111,8.779,8.879
2017-11-24,2017,Nov,2017-2018,1,,2,8.879,8.879,8.90974305555555,8.779,9.176
2017-11-25,2017,Nov,2017-2018,1,,2,8.879,8.978,8.9566875,8.879,9.077
2017-11-26,2017,Nov,2017-2018,1,,2,8.779,8.978,8.97126388888889,8.68,9.077
2017-11-27,2017,Nov,2017-2018,1,,2,8.978,8.978,8.95761284722222,8.68,9.077
2017-11-28,2017,Nov,2017-2018,1,,2,8.779,8.879,8.85495659722222,8.779,8.978
2017-11-29,2017,Nov,2017-2018,1,,2,9.077,8.978,8.95873263888889,8.779,9.176
2017-11-30,2017,Nov,2017-2018,1,,2,8.978,8.978,8.992609375,8.879,9.077
2017-12-01,2017,Dec,2017-2018,1,,2,8.779,8.879,8.87630381944444,8.779,8.978
2017-12-02,2017,Dec,2017-2018,1,,2,8.879,8.618125,8.67989583333333,8.481,8.978
2017-12-03,2017,Dec,2017-2018,1,,2,8.879,8.506,8.59576388888889,8.182,9.077
2017-12-04,2017,Dec,2017-2018,1,,2,8.182,8.282,8.29332118055556,7.882,8.978
2017-12-05,2017,Dec,2017-2018,1,,2,8.282,8.282,8.28043055555556,8.182,8.481
2017-12-06,2017,Dec,2017-2018,1,,2,8.182,8.382,8.33279861111111,8.082,8.481
2017-12-07,2017,Dec,2017-2018,1,,2,7.983,8.182,8.20394965277778,7.882,8.481
2017-12-08,2017,Dec,2017-2018,1,,2,7.983,8.082,8.08702777777778,7.983,8.282
2017-12-09,2017,Dec,2017-2018,1,,2,8.082,8.1195,8.13468923611111,7.983,8.382
2017-12-10,2017,Dec,2017-2018,1,,2,8.182,8.182,8.19224305555555,8.082,8.282
2017-12-11,2017,Dec,2017-2018,1,,2,8.282,8.2695,8.23875,8.082,8.481
2017-12-12,2017,Dec,2017-2018,1,,2,8.581,8.382,8.41437673611111,8.282,8.68
2017-12-13,2017,Dec,2017-2018,1,,2,8.382,8.581,8.60869270833333,8.382,8.879
2017-12-14,2017,Dec,2017-2018,1,,2,8.382,8.4935,8.49778472222222,8.082,8.68
2017-12-15,2017,Dec,2017-2018,1,,2,8.68,8.581,8.54151736111111,8.182,8.779
2017-12-16,2017,Dec,2017-2018,1,,2,8.481,8.4935,8.52028298611111,8.282,8.68
2017-12-17,2017,Dec,2017-2018,1,,2,8.68,8.68,8.64522395833333,8.481,8.779
2017-12-18,2017,Dec,2017-2018,1,,2,8.68,8.779,8.74470138888889,8.581,8.879
2017-12-19,2017,Dec,2017-2018,1,,2,8.68,8.581,8.52254166666667,8.182,8.779
2017-12-20,2017,Dec,2017-2018,1,,2,8.382,8.182,8.23293402777778,7.882,8.779
2017-12-21,2017,Dec,2017-2018,1,,2,7.983,8.182,8.22708159722222,7.983,8.68
2017-12-22,2017,Dec,2017-2018,1,,2,7.782,8.082,8.13522395833333,7.782,8.581
2017-12-23,2017,Dec,2017-2018,1,,2,7.882,7.983,8.05224305555556,7.832,8.581
2017-12-24,2017,Dec,2017-2018,1,,2,7.682,7.782,7.83731944444444,7.682,8.082
2017-12-25,2017,Dec,2017-2018,1,,2,7.582,7.919875,7.93378472222222,7.582,8.282
2017-12-26,2017,Dec,2017-2018,1,,2,7.782,7.8695,7.90543055555556,7.582,8.282
2017-12-27,2017,Dec,2017-2018,1,,2,7.782,7.582,7.58441666666667,7.28,7.782
2017-12-28,2017,Dec,2017-2018,1,,2,7.481,7.632,7.66978645833333,7.481,8.082
2017-12-29,2017,Dec,2017-2018,1,,2,7.582,7.582,7.62099826388889,7.28,8.182
2017-12-30,2017,Dec,2017-2018,1,,2,7.782,7.6445,7.63966666666667,7.28,7.983
2017-12-31,2017,Dec,2017-2018,1,,2,7.28,7.368375,7.42959375,7.079,7.782
2018-01-01,2018,Jan,2017-2018,1,,2,7.381,7.381,7.35056076388889,7.179,7.582
2018-01-02,2018,Jan,2017-2018,1,,2,7.682,7.431,7.43184548611111,7.28,7.682
2018-01-03,2018,Jan,2017-2018,1,,2,7.782,7.481,7.52011805555555,7.28,7.782
2018-01-04,2018,Jan,2017-2018,1,,2,7.882,7.782,7.7429375,7.682,7.882
2018-01-05,2018,Jan,2017-2018,1,,2,7.882,7.882,7.88765972222222,7.782,7.983
2018-01-06,2018,Jan,2017-2018,1,,2,7.882,7.894625,7.9261875,7.882,7.983
2018-01-07,2018,Jan,2017-2018,1,,2,7.983,7.983,7.96069965277778,7.782,8.082
2018-01-08,2018,Jan,2017-2018,1,,2,7.983,7.983,7.97598611111111,7.882,7.983
2018-01-09,2018,Jan,2017-2018,1,,2,7.983,7.983,7.9946875,7.983,8.082
2018-01-10,2018,Jan,2017-2018,1,,2,7.882,7.983,7.97593923611111,7.882,8.082
2018-01-11,2018,Jan,2017-2018,1,,2,7.682,7.782,7.79423611111111,7.582,8.082
2018-01-12,2018,Jan,2017-2018,1,,2,7.782,7.582,7.63874305555555,7.481,7.882
2018-01-13,2018,Jan,2017-2018,1,,2,7.882,7.882,7.83599305555556,7.782,7.882
2018-01-14,2018,Jan,2017-2018,1,,2,8.082,7.882,7.87822916666667,7.782,8.082
2018-01-15,2018,Jan,2017-2018,1,,2,8.182,7.983,8.0041875,7.882,8.182
2018-01-16,2018,Jan,2017-2018,1,,2,8.082,8.082,8.06571527777777,7.983,8.182
2018-01-17,2018,Jan,2017-2018,1,,2,8.382,8.282,8.20997222222222,7.983,8.481
2018-01-18,2018,Jan,2017-2018,1,,2,8.382,8.382,8.36728472222222,8.282,8.481
2018-01-19,2018,Jan,2017-2018,1,,2,8.282,8.282,8.32384027777778,8.282,8.382
2018-01-20,2018,Jan,2017-2018,1,,2,8.282,8.282,8.31672222222222,8.282,8.382
2018-01-21,2018,Jan,2017-2018,1,,2,8.182,8.282,8.26759027777778,8.182,8.282
2018-01-22,2018,Jan,2017-2018,1,,2,8.182,8.182,8.20561111111111,8.082,8.282
2018-01-23,2018,Jan,2017-2018,1,,2,8.182,8.182,8.19172222222222,8.082,8.282
2018-01-24,2018,Jan,2017-2018,1,,2,8.182,8.182,8.22158333333333,8.182,8.282
2018-01-25,2018,Jan,2017-2018,1,,2,8.182,8.182,8.14102777777777,8.082,8.182
2018-01-26,2018,Jan,2017-2018,1,,2,7.882,7.983,8.00809027777778,7.882,8.182
2018-01-27,2018,Jan,2017-2018,1,,2,7.782,7.782,7.84136805555556,7.682,7.983
2018-01-28,2018,Jan,2017-2018,1,,2,7.983,7.882,7.86528298611111,7.582,8.082
2018-01-29,2018,Jan,2017-2018,1,,2,7.782,7.970375,7.92661979166667,7.782,8.082
2018-01-30,2018,Jan,2017-2018,1,,2,7.882,7.782,7.79363194444444,7.682,7.882
2018-01-31,2018,Jan,2017-2018,1,,2,7.782,7.782,7.81550694444445,7.782,7.882
2018-02-01,2018,Feb,2017-2018,1,,2,7.882,7.782,7.80890972222222,7.782,7.882
2018-02-02,2018,Feb,2017-2018,1,,2,7.882,7.882,7.87505555555556,7.782,7.882
2018-02-03,2018,Feb,2017-2018,1,,2,7.983,7.882,7.90847743055556,7.882,7.983
2018-02-04,2018,Feb,2017-2018,1,,2,7.983,7.983,7.9885,7.983,8.082
2018-02-05,2018,Feb,2017-2018,1,,2,7.782,7.983,7.96225173611111,7.782,8.082
2018-02-06,2018,Feb,2017-2018,1,,2,7.882,7.882,7.89456944444444,7.782,8.082
2018-02-07,2018,Feb,2017-2018,1,,2,7.983,7.983,7.99230381944444,7.782,8.082
2018-02-08,2018,Feb,2017-2018,1,,2,7.983,7.983,7.99924305555556,7.882,8.182
2018-02-09,2018,Feb,2017-2018,1,,2,7.582,7.894625,7.92177951388889,7.481,8.182
2018-02-10,2018,Feb,2017-2018,1,,2,7.381,7.782,7.76143229166667,7.381,8.182
2018-02-11,2018,Feb,2017-2018,1,,2,7.28,7.381,7.39409895833333,7.079,7.882
2018-02-12,2018,Feb,2017-2018,1,,2,7.481,7.481,7.50793576388889,7.179,7.983
2018-02-13,2018,Feb,2017-2018,1,,2,6.978,7.079,7.13397048611111,6.775,7.582
2018-02-14,2018,Feb,2017-2018,1,,2,7.582,7.381,7.33355555555556,6.978,7.782
2018-02-15,2018,Feb,2017-2018,1,,2,7.481,7.682,7.65569618055556,7.381,7.983
2018-02-16,2018,Feb,2017-2018,1,,2,7.381,7.381,7.43402777777778,7.28,7.582
2018-02-17,2018,Feb,2017-2018,1,,2,7.582,7.381,7.40269965277778,7.079,7.682
2018-02-18,2018,Feb,2017-2018,1,,2,7.28,6.9275,6.95851041666667,6.471,7.582
2018-02-19,2018,Feb,2017-2018,1,,2,6.573,7.1665,7.12917881944444,6.573,7.983
2018-02-20,2018,Feb,2017-2018,1,,2,6.775,6.877,6.82857291666667,6.573,7.079
2018-02-21,2018,Feb,2017-2018,1,,2,6.674,6.877,6.88460590277778,6.674,6.978
2018-02-22,2018,Feb,2017-2018,1,,2,7.079,6.990625,6.97799131944445,6.573,7.481
2018-02-23,2018,Feb,2017-2018,1,,2,6.978,6.978,6.95141145833333,6.775,7.079
2018-02-24,2018,Feb,2017-2018,1,,2,7.079,7.079,7.04626215277778,6.877,7.381
2018-02-25,2018,Feb,2017-2018,1,,2,7.179,7.079,7.06732638888889,6.877,7.28
2018-02-26,2018,Feb,2017-2018,1,,2,7.179,7.179,7.14010416666667,6.978,7.28
2018-02-27,2018,Feb,2017-2018,1,,2,7.079,7.079,7.05022222222222,6.877,7.179
2018-02-28,2018,Feb,2017-2018,1,,2,7.079,7.079,7.09620833333333,6.978,7.179
2018-03-01,2018,Mar,2017-2018,1,,2,7.28,7.1415,7.13913715277778,7.079,7.28
2018-03-02,2018,Mar,2017-2018,1,,2,7.381,7.179,7.177109375,6.978,7.381
2018-03-03,2018,Mar,2017-2018,1,,2,7.179,7.179,7.15867708333333,6.978,7.481
2018-03-04,2018,Mar,2017-2018,1,,2,7.179,7.079,7.11307638888889,6.978,7.381
2018-03-05,2018,Mar,2017-2018,1,,2,7.079,7.079,7.07897916666667,6.978,7.179
2018-03-06,2018,Mar,2017-2018,1,,2,6.978,7.0285,7.03630729166667,6.978,7.179
2018-03-07,2018,Mar,2017-2018,1,,2,6.978,6.978,7.02768055555556,6.877,7.179
2018-03-08,2018,Mar,2017-2018,1,,2,6.978,6.978,6.9843125,6.978,7.079
2018-03-09,2018,Mar,2017-2018,1,,2,6.877,6.978,6.92693923611111,6.775,6.978
2018-03-10,2018,Mar,2017-2018,1,,2,6.978,6.978,6.92492881944445,6.775,7.179
2018-03-11,2018,Mar,2017-2018,1,,2,6.978,6.978,6.94361111111111,6.775,7.079
2018-03-12,2018,Mar,2017-2018,1,,2,7.179,7.05375,7.06844965277778,6.877,7.381
2018-03-13,2018,Mar,2017-2018,1,,2,7.179,7.179,7.17915277777778,7.079,7.28
2018-03-14,2018,Mar,2017-2018,1,,2,7.179,7.179,7.19178472222222,7.079,7.381
2018-03-15,2018,Mar,2017-2018,1,,2,7.481,7.28,7.28089930555556,7.079,7.481
2018-03-16,2018,Mar,2017-2018,1,,2,7.381,7.381,7.34165972222222,7.079,7.481
2018-03-17,2018,Mar,2017-2018,1,,2,7.582,7.3935,7.43488020833333,7.28,7.682
2018-03-18,2018,Mar,2017-2018,1,,2,7.682,7.481,7.50686111111111,7.28,7.782
2018-03-19,2018,Mar,2017-2018,1,,2,7.682,7.481,7.53352083333333,7.381,7.782
2018-03-20,2018,Mar,2017-2018,1,,2,7.682,7.582,7.59841666666667,7.481,7.782
2018-03-21,2018,Mar,2017-2018,1,,2,7.682,7.682,7.66533333333333,7.582,7.782
2018-03-22,2018,Mar,2017-2018,1,,2,7.582,7.682,7.64884027777777,7.582,7.782
2018-03-23,2018,Mar,2017-2018,1,,2,7.682,7.632,7.66307638888889,7.582,7.882
2018-03-24,2018,Mar,2017-2018,1,,2,7.682,7.682,7.67783333333333,7.582,7.882
2018-03-25,2018,Mar,2017-2018,1,,2,7.682,7.682,7.65005555555555,7.582,7.682
2018-03-26,2018,Mar,2017-2018,1,,2,7.682,7.682,7.69519444444444,7.582,7.782
2018-03-27,2018,Mar,2017-2018,1,,2,7.782,7.782,7.8076875,7.682,7.983
2018-03-28,2018,Mar,2017-2018,1,,2,7.882,7.882,7.86320833333334,7.782,7.983
2018-03-29,2018,Mar,2017-2018,1,,2,7.882,7.882,7.85018055555556,7.782,7.983
2018-03-30,2018,Mar,2017-2018,1,,2,7.882,7.882,7.89283333333334,7.782,7.983
2018-03-31,2018,Mar,2017-2018,1,,2,7.983,7.882,7.94875520833333,7.782,8.182
2018-04-01,2018,Apr,2017-2018,1,,2,7.882,7.8195,7.85043229166667,7.682,8.082
2018-04-02,2018,Apr,2017-2018,1,,2,7.782,7.782,7.76272916666667,7.582,7.882
2018-04-03,2018,Apr,2017-2018,1,,2,7.782,7.782,7.75630555555555,7.582,7.882
2018-04-04,2018,Apr,2017-2018,1,,2,7.882,7.807,7.82639583333333,7.682,7.983
2018-04-05,2018,Apr,2017-2018,1,,2,7.882,7.882,7.86334027777778,7.782,7.983
2018-04-06,2018,Apr,2017-2018,1,,2,7.882,7.894625,7.92891666666667,7.782,8.082
2018-04-07,2018,Apr,2017-2018,1,,2,7.882,7.882,7.90097916666667,7.782,8.082
2018-04-08,2018,Apr,2017-2018,1,,2,8.082,8.0325,8.10603472222222,7.882,8.581
2018-04-09,2018,Apr,2017-2018,1,,2,8.481,8.382,8.44572395833333,8.082,8.779
2018-04-10,2018,Apr,2017-2018,1,,2,8.182,8.282,8.29401215277778,8.082,8.481
2018-04-11,2018,Apr,2017-2018,1,,2,8.182,8.257,8.23338888888888,8.182,8.282
2018-04-12,2018,Apr,2017-2018,1,,2,8.282,8.282,8.25125694444444,8.082,8.481
2018-04-13,2018,Apr,2017-2018,1,,2,8.182,8.182,8.16689583333333,8.082,8.282
2018-04-14,2018,Apr,2017-2018,1,,2,8.382,8.0945,8.13250694444445,7.983,8.382
2018-04-15,2018,Apr,2017-2018,1,,2,8.481,8.2945,8.26643923611111,8.082,8.481
